#:unix_secs,unix_nsecs,sysuptime,exaddr,dpkts,doctets,first,last,engine_type,engine_id,srcaddr,dstaddr,nexthop,input,output,srcport,dstport,prot,tos,tcp_flags,src_mask,dst_mask,src_as,dst_as,Label
1631636879,319435,450268,140.30.20.1,1,52,429108,429108,0,0,140.30.20.161,152.148.48.4,140.30.20.2,260,260,443,38746,6,0,17,0,0,0,0,1
1631636879,319435,450268,140.30.20.1,1,52,429264,429264,0,0,140.30.20.161,152.148.48.4,140.30.20.2,260,260,443,38846,6,0,17,0,0,0,0,1
1631636879,319435,450268,140.30.20.1,1,60,429420,429420,0,0,152.148.48.4,140.30.20.161,0.0.0.0,260,260,38950,443,6,0,2,0,0,0,0,1
1631636879,319435,450268,140.30.20.1,1,52,429588,429588,0,0,140.30.20.161,152.148.48.4,140.30.20.2,260,260,443,39050,6,0,17,0,0,0,0,1
1631636879,319435,450268,140.30.20.1,1,52,429912,429912,0,0,152.148.48.4,140.30.20.161,0.0.0.0,260,260,39154,443,6,0,16,0,0,0,0,1
1631636879,319435,450268,140.30.20.1,1,52,430372,430372,0,0,152.148.48.4,140.30.20.161,0.0.0.0,260,260,39256,443,6,0,16,0,0,0,0,1
1631636879,319435,450268,140.30.20.1,1,52,430528,430528,0,0,140.30.20.161,152.148.48.4,140.30.20.2,260,260,443,39350,6,0,17,0,0,0,0,1
1631636879,319435,450268,140.30.20.1,1,52,430684,430684,0,0,152.148.48.4,140.30.20.161,0.0.0.0,260,260,39454,443,6,0,16,0,0,0,0,1
1631636879,319435,450268,140.30.20.1,1,52,430848,430848,0,0,140.30.20.161,152.148.48.4,140.30.20.2,260,260,443,39550,6,0,16,0,0,0,0,1
1631636879,319435,450268,140.30.20.1,1,60,431464,431464,0,0,140.30.20.161,152.148.48.4,140.30.20.2,260,260,443,39654,6,0,18,0,0,0,0,1
1631636879,319435,450268,140.30.20.1,1,52,431704,431704,0,0,152.148.48.4,140.30.20.161,0.0.0.0,260,260,39750,443,6,0,16,0,0,0,0,1
1631636879,319435,450268,140.30.20.1,1,52,431932,431932,0,0,152.148.48.4,140.30.20.161,0.0.0.0,260,260,39850,443,6,0,17,0,0,0,0,1
1631636879,319435,450268,140.30.20.1,1,52,432160,432160,0,0,152.148.48.4,140.30.20.161,0.0.0.0,260,260,39950,443,6,0,17,0,0,0,0,1
1631636879,319435,450268,140.30.20.1,1,482,432360,432360,0,0,140.30.20.161,152.148.48.4,140.30.20.2,260,260,443,40048,6,0,24,0,0,0,0,1
1631636879,319435,450268,140.30.20.1,1,52,432576,432576,0,0,152.148.48.4,140.30.20.161,0.0.0.0,260,260,40150,443,6,0,17,0,0,0,0,1
1631636879,319435,450268,140.30.20.1,1,60,432784,432784,0,0,152.148.48.4,140.30.20.161,0.0.0.0,260,260,40254,443,6,0,2,0,0,0,0,1
1631636879,319435,450268,140.30.20.1,1,52,432948,432948,0,0,140.30.20.161,152.148.48.4,140.30.20.2,260,260,443,40352,6,0,16,0,0,0,0,1
1631636879,319435,450268,140.30.20.1,1,52,433380,433380,0,0,140.30.20.161,152.148.48.4,140.30.20.2,260,260,443,40448,6,0,16,0,0,0,0,1
1631636879,319435,450268,140.30.20.1,6,496,429108,433672,0,0,140.30.20.3,140.30.20.161,0.0.0.0,65535,260,0,1281,1,192,0,0,0,0,0,1
1631636879,319435,450268,140.30.20.1,1,60,433672,433672,0,0,140.30.20.161,152.148.48.4,140.30.20.2,260,260,443,40556,6,0,18,0,0,0,0,1
1631636879,319435,450268,140.30.20.1,1,52,433952,433952,0,0,152.148.48.4,140.30.20.161,0.0.0.0,260,260,40652,443,6,0,16,0,0,0,0,1
1631636879,319435,450268,140.30.20.1,1,406,434060,434060,0,0,152.148.48.5,140.30.20.62,0.0.0.0,260,260,41730,443,6,0,24,0,0,0,0,1
1631636879,319435,450268,140.30.20.1,1,481,434148,434148,0,0,140.30.20.161,152.148.48.4,140.30.20.2,260,260,443,40852,6,0,24,0,0,0,0,1
1631636879,319435,450268,140.30.20.1,1,52,434292,434292,0,0,140.30.20.62,152.148.48.5,140.30.20.2,260,260,443,41932,6,0,16,0,0,0,0,1
1631636879,319435,450268,140.30.20.1,1,52,434396,434396,0,0,152.148.48.5,140.30.20.62,0.0.0.0,260,260,42028,443,6,0,16,0,0,0,0,1
1631636879,319435,450268,140.30.20.1,1,355,434548,434548,0,0,140.30.20.62,152.148.48.5,140.30.20.2,260,260,443,42130,6,0,24,0,0,0,0,1
1631636879,319435,450268,140.30.20.1,1,52,434692,434692,0,0,140.30.20.62,152.148.48.5,140.30.20.2,260,260,443,42232,6,0,16,0,0,0,0,1
1631636879,319435,450268,140.30.20.1,1,60,434848,434848,0,0,140.30.20.161,152.148.48.4,140.30.20.2,260,260,443,41356,6,0,18,0,0,0,0,1
1631636879,319435,450268,140.30.20.1,1,52,435068,435068,0,0,152.148.48.4,140.30.20.161,0.0.0.0,260,260,41450,443,6,0,16,0,0,0,0,1
1631636879,319435,450268,140.30.20.1,1,60,435212,435212,0,0,152.148.48.5,140.30.20.62,0.0.0.0,260,260,42534,443,6,0,2,0,0,0,0,1
1631636885,111326,456060,140.30.20.1,1,52,435336,435336,0,0,140.30.20.161,152.148.48.4,140.30.20.2,260,260,443,41652,6,0,16,0,0,0,0,1
1631636885,111326,456060,140.30.20.1,1,52,435480,435480,0,0,152.148.48.4,140.30.20.161,0.0.0.0,260,260,41744,443,6,0,17,0,0,0,0,1
1631636885,111326,456060,140.30.20.1,1,52,435624,435624,0,0,140.30.20.62,152.148.48.5,140.30.20.2,260,260,443,42836,6,0,16,0,0,0,0,1
1631636885,111326,456060,140.30.20.1,1,52,435904,435904,0,0,152.148.48.5,140.30.20.62,0.0.0.0,260,260,42930,443,6,0,16,0,0,0,0,1
1631636885,111326,456060,140.30.20.1,1,52,436180,436180,0,0,152.148.48.5,140.30.20.62,0.0.0.0,260,260,43028,443,6,0,16,0,0,0,0,1
1631636885,111326,456060,140.30.20.1,1,52,436812,436812,0,0,152.148.48.5,140.30.20.62,0.0.0.0,260,260,43128,443,6,0,16,0,0,0,0,1
1631636885,111326,456060,140.30.20.1,1,52,436976,436976,0,0,140.30.20.62,152.148.48.5,140.30.20.2,260,260,443,43236,6,0,16,0,0,0,0,1
1631636885,111326,456060,140.30.20.1,1,52,437144,437144,0,0,152.148.48.5,140.30.20.62,0.0.0.0,260,260,43336,443,6,0,16,0,0,0,0,1
1631636885,111326,456060,140.30.20.1,1,52,437304,437304,0,0,140.30.20.62,152.148.48.5,140.30.20.2,260,260,443,43432,6,0,16,0,0,0,0,1
1631636885,111326,456060,140.30.20.1,1,52,437596,437596,0,0,152.148.48.5,140.30.20.62,0.0.0.0,260,260,43526,443,6,0,16,0,0,0,0,1
1631636885,111326,456060,140.30.20.1,1,52,437868,437868,0,0,152.148.48.5,140.30.20.62,0.0.0.0,260,260,43632,443,6,0,16,0,0,0,0,1
1631636885,111326,456060,140.30.20.1,1,386,438012,438012,0,0,152.148.48.5,140.30.20.62,0.0.0.0,260,260,43738,443,6,0,24,0,0,0,0,1
1631636885,111326,456060,140.30.20.1,1,383,438268,438268,0,0,152.148.48.5,140.30.20.62,0.0.0.0,260,260,43838,443,6,0,24,0,0,0,0,1
1631636885,111326,456060,140.30.20.1,1,480,438712,438712,0,0,140.30.20.62,152.148.48.5,140.30.20.2,260,260,443,43938,6,0,24,0,0,0,0,1
1631636885,111326,456060,140.30.20.1,1,52,438996,438996,0,0,152.148.48.6,140.30.20.96,0.0.0.0,260,260,44174,443,6,0,17,0,0,0,0,1
1631636885,111326,456060,140.30.20.1,1,52,439092,439092,0,0,152.148.48.6,140.30.20.96,0.0.0.0,260,260,44304,443,6,0,16,0,0,0,0,1
1631636885,111326,456060,140.30.20.1,1,380,439248,439248,0,0,152.148.48.5,140.30.20.62,0.0.0.0,260,260,44136,443,6,0,24,0,0,0,0,1
1631636885,111326,456060,140.30.20.1,1,52,439336,439336,0,0,140.30.20.96,152.148.48.6,140.30.20.2,260,260,443,44504,6,0,17,0,0,0,0,1
1631636885,111326,456060,140.30.20.1,1,52,439420,439420,0,0,140.30.20.96,152.148.48.6,140.30.20.2,260,260,443,44598,6,0,16,0,0,0,0,1
1631636885,111326,456060,140.30.20.1,1,52,439508,439508,0,0,152.148.48.5,140.30.20.62,0.0.0.0,260,260,44538,443,6,0,16,0,0,0,0,1
1631636885,111326,456060,140.30.20.1,1,421,439652,439652,0,0,152.148.48.6,140.30.20.96,0.0.0.0,260,260,44808,443,6,0,24,0,0,0,0,1
