dpkts,doctets,srcaddr,dstaddr,input,output,srcport,dstport,prot,tos,tcp_flags,Label
0.0,0.0,0.6414669534344704,0.6993701279143614,0.042877050058955944,0.042877050058955944,0.0,0.031278158742764635,0.0,0.0,0.0,1
0.0,0.00014192852479491327,0.6993700722454759,0.6993701165590167,1.0,0.042877050058955944,0.0,0.01956412175267651,0.0,1.0,0.0,1
0.0,4.257855743847397e-05,0.6993701165590167,0.6414669534344704,0.042877050058955944,0.042877050058955944,0.6822793734481807,0.6021045557982192,0.3125,0.0,0.4878048780487805,1
0.0,5.67714099179653e-05,0.6414669739294829,0.6993700935713674,0.042877050058955944,0.042877050058955944,0.5950249823743984,0.3859217740580662,0.3125,0.0,0.04878048780487805,1
0.0,4.257855743847397e-05,0.6414669639589363,0.699370089416973,0.042877050058955944,0.042877050058955944,0.8650032185881127,0.14970142187332958,0.3125,0.0,0.3902439024390244,1
0.0,4.257855743847397e-05,0.6414669578658245,0.6993701002183985,0.042877050058955944,0.042877050058955944,0.9868804217883088,0.6381019289216061,0.3125,0.0,0.3902439024390244,1
0.0,4.257855743847397e-05,0.6414669586967032,0.6993701104659047,0.042877050058955944,0.042877050058955944,0.9661741715967261,0.5646715640606625,0.3125,0.0,0.3902439024390244,1
0.0,5.67714099179653e-05,0.6414669742064425,0.6993700866473767,0.042877050058955944,0.042877050058955944,0.9555681574349385,0.8665791041128946,0.3125,0.0,0.04878048780487805,1
0.0,0.00011354281983593062,0.6414669783608369,0.6993700733533144,0.042877050058955944,0.042877050058955944,0.8325414584802133,0.0592421766421797,0.3125,0.0,0.04878048780487805,1
0.0,4.257855743847397e-05,0.6414669581427841,0.6993701182207743,0.042877050058955944,0.042877050058955944,0.6705085369218036,0.5404340455427097,0.3125,0.0,1.0,1
0.0,4.257855743847397e-05,0.6414669664515729,0.6993701010492774,0.042877050058955944,0.042877050058955944,0.7880483094749103,0.4943109794278907,0.3125,0.0,1.0,1
0.0,5.67714099179653e-05,0.6414669778069177,0.6993701162820569,0.042877050058955944,0.042877050058955944,0.6563620758360665,0.9321441116728011,0.3125,0.0,0.04878048780487805,1
0.0,4.257855743847397e-05,0.6414669789147562,0.6993700772307492,0.042877050058955944,0.042877050058955944,0.9062011464304325,0.8876093895566383,0.3125,0.0,0.3902439024390244,1
0.0,4.257855743847397e-05,0.6414669609123804,0.699370087201296,0.042877050058955944,0.042877050058955944,0.7617938264414676,0.01402019029582907,0.3125,0.0,0.3902439024390244,1
