dpkts,doctets,input,output,srcport,dstport,prot,tos,tcp_flags,Label
4,6000,1720,1720,164,58614,6,0,16,0
1,1500,1720,1720,74,34172,6,0,16,0
3,3720,1720,1720,208,41726,6,0,24,0
1,52,1720,1720,39848,443,6,0,16,0
2,141,1720,1720,36676,443,6,0,24,0
1,1500,1720,1720,113,58446,6,0,16,0
1,1500,1720,1720,455,49124,6,0,16,0
2,104,1720,1720,49124,443,6,0,16,0
1,60,1720,1720,57102,443,6,0,2,0
3,3095,1720,1720,98,49278,6,0,24,0
1,1470,1720,1720,86,44846,6,0,16,0
1,52,1720,1720,39920,443,6,0,16,0
1,1470,1720,1720,509,39920,6,0,16,0
1,1470,1720,1720,314,34636,6,0,16,0
1,64,1720,1720,46552,993,6,0,16,0
1,52,1720,1720,861,46552,6,0,16,0
2,2940,1720,1720,86,44846,6,0,16,0
3,184,1720,1720,44846,443,6,0,16,0
1,83,1720,1720,58444,443,6,0,24,0
1,52,1720,1720,44106,993,6,0,16,0
1,52,1720,1720,233,55380,6,0,16,0
1,80,1720,1720,34702,443,6,0,16,0
2,3000,1720,1720,463,34702,6,0,16,0
1,52,1720,1720,59318,443,6,0,16,0
3,4410,1720,1720,278,42052,6,0,16,0
1,52,1720,1720,42052,443,6,0,16,0
1,1500,1720,1720,184,54310,6,0,16,0
1,52,1720,1720,56782,443,6,0,16,0
1,52,1720,1720,37692,993,6,0,16,0
1,1500,1720,1720,380,45048,6,0,16,0
1,52,1720,1720,58802,443,6,0,16,0
1,1500,1720,1720,232,58796,6,0,16,0
2,3000,1720,1720,106,58802,6,0,16,0
1,1470,1720,1720,201,40254,6,0,16,0
1,1470,1720,1720,24,33252,6,0,16,0
1,52,1720,1720,33252,443,6,0,16,0
1,52,1720,1720,33252,443,6,0,16,0
1,234,1720,1720,33252,443,6,0,24,0
1,84,1720,1720,24,33252,6,0,24,0
1,1500,1720,1720,20,36402,6,0,16,0
2,104,1720,1720,36456,443,6,0,16,0
1,1470,1720,1720,271,59612,6,0,16,0
1,1500,1720,1720,282,36456,6,0,16,0
1,174,1720,1720,364,36773,17,0,0,0
2,2940,1720,1720,495,42346,6,0,16,0
1,91,1720,1720,42346,443,6,0,24,0
1,1500,1720,1720,450,46080,6,0,16,0
1,450,1720,1720,46108,80,6,0,24,0
1,52,1720,1720,45504,443,6,0,16,0
2,111,1720,1720,56212,443,6,0,24,0
1,1500,1720,1720,89,45552,6,0,16,0
1,52,1720,1720,57614,443,6,0,16,0
1,52,1720,1720,357,34528,6,0,16,0
1,40,1720,1720,33700,443,6,0,16,0
1,1500,1720,1720,58,34136,6,0,16,0
1,52,1720,1720,158,44944,6,0,16,0
1,1470,1720,1720,266,60154,6,0,16,0
1,1470,1720,1720,420,60014,6,0,16,0
3,258,1720,1720,110,42744,6,0,24,0
1,52,1720,1720,35442,443,6,0,16,0
3,4500,1720,1720,471,35442,6,0,16,0
1,95,1720,1720,342,40928,6,0,24,0
1,52,1720,1720,40928,443,6,0,16,0
1,52,1720,1720,22,45726,6,0,16,0
1,52,1720,1720,427,48798,6,0,16,0
1,52,1720,1720,57266,80,6,0,17,0
1,52,1720,1720,80,57266,6,0,17,0
1,52,1720,1720,46956,443,6,0,16,0
2,104,1720,1720,36548,443,6,0,16,0
2,3000,1720,1720,70,36548,6,0,16,0
1,1470,1720,1720,324,32996,6,0,16,0
1,52,1720,1720,57410,443,6,0,16,0
2,104,1720,1720,32996,443,6,0,16,0
1,52,1720,1720,47240,993,6,0,16,0
1,80,1720,1720,44668,443,6,0,16,0
1,1470,1720,1720,365,48108,6,0,16,0
1,76,1720,1720,48112,443,6,0,24,0
9,496,1720,1720,51890,443,6,0,16,0
15,22500,1720,1720,262,51890,6,0,16,0
1,120,1720,1720,4,44668,6,0,24,0
1,1500,1720,1720,241,50374,6,0,16,0
1,52,1720,1720,34174,443,6,0,16,0
2,104,1720,1720,50374,443,6,0,16,0
1,1470,1720,1720,499,41174,6,0,16,0
3,4410,1720,1720,483,34174,6,0,16,0
1,222,1720,1720,51262,443,6,0,24,0
3,3052,1720,1720,369,45902,6,0,16,0
1,80,1720,1720,45902,443,6,0,16,0
2,116,1720,1720,35198,443,6,0,16,0
1,1500,1720,1720,418,53852,6,0,16,0
1,1470,1720,1720,418,35198,6,0,24,0
1,52,1720,1720,35750,443,6,0,16,0
4,5760,1720,1720,363,35750,6,0,16,0
1,73,1720,1720,430,60673,17,0,0,0
1,169,1720,1720,51890,443,6,0,24,0
1,1470,1720,1720,4,44668,6,0,16,0
1,40,1720,1720,53926,443,6,0,16,0
1,1377,1720,1720,38600,443,6,0,24,0
1,1500,1720,1720,191,33692,6,0,16,0
1,52,1720,1720,43630,443,6,0,17,0
1,52,1720,1720,4,44668,6,0,16,0
1,1500,1720,1720,262,51890,6,0,16,0
1,52,1720,1720,221,46222,6,0,16,0
1,244,1720,1720,493,44673,17,0,0,0
1,178,1720,1720,53636,443,6,0,24,0
1,52,1720,1720,56420,443,6,0,16,0
1,52,1720,1720,110,48104,6,0,16,0
1,687,1720,1720,54374,443,6,0,24,0
1,52,1720,1720,483,34174,6,0,16,0
1,80,65535,1720,0,1281,1,192,0,0
1,52,1720,1720,37644,443,6,0,17,0
1,1500,1720,1720,300,56410,6,0,16,0
2,3000,1720,1720,372,37698,6,0,16,0
1,52,1720,1720,37698,443,6,0,16,0
1,1470,1720,1720,819,42974,6,0,16,0
2,1522,1720,1720,504,43588,6,0,16,0
1,52,1720,1720,38396,443,6,0,16,0
1,52,1720,1720,43588,443,6,0,16,0
1,1470,1720,1720,504,43588,6,0,16,0
1,52,1720,1720,34270,443,6,0,16,0
1,1292,1720,1720,195,42998,6,0,24,0
1,52,1720,1720,443,34278,6,0,17,0
1,59,1720,1720,42882,53,17,0,0,0
1,52,1720,1720,39870,443,6,0,16,0
1,52,1720,1720,59906,443,6,0,16,0
1,1500,1720,1720,64,59906,6,0,16,0
1,52,1720,1720,52158,443,6,0,16,0
1,1470,1720,1720,405,34824,6,0,16,0
1,1500,1720,1720,413,34270,6,0,16,0
5,6549,1720,1720,391,51020,6,0,24,0
1,224,1720,1720,34824,443,6,0,24,0
1,181,1720,1720,40172,443,6,0,24,0
1,52,1720,1720,51226,443,6,0,16,0
2,2940,1720,1720,473,37022,6,0,16,0
5,260,1720,1720,37022,443,6,0,16,0
1,121,1720,1720,288,44844,6,0,24,0
1,52,1720,1720,40568,443,6,0,16,0
1,52,1720,1720,59972,443,6,0,16,0
4,6000,1720,1720,278,59972,6,0,16,0
2,371,1720,1720,33976,443,6,0,24,0
1,60,1720,1720,54104,443,6,0,2,0
1,60,1720,1720,50780,53,17,0,0,0
2,143,1720,1720,59366,443,6,0,24,0
1,52,1720,1720,347,59366,6,0,16,0
1,1470,1720,1720,952,39560,6,0,16,0
1,52,1720,1720,38174,443,6,0,16,0
1,52,1720,1720,239,34080,6,0,16,0
2,3000,1720,1720,317,60962,6,0,16,0
2,104,1720,1720,60962,443,6,0,16,0
1,1470,1720,1720,266,44072,6,0,16,0
1,52,1720,1720,44072,443,6,0,16,0
1,52,1720,1720,46234,80,6,0,16,0
1,83,1720,1720,462,45346,6,0,24,0
1,52,1720,1720,45330,443,6,0,16,0
1,1500,1720,1720,484,45330,6,0,16,0
1,52,1720,1720,343,54760,6,0,16,0
1,52,1720,1720,54760,443,6,0,16,0
2,1987,1720,1720,355,37490,6,0,24,0
1,1500,1720,1720,396,60432,6,0,16,0
1,1440,1720,1720,232,58638,6,0,16,0
1,52,1720,1720,27,50420,6,0,16,0
1,52,1720,1720,46040,443,6,0,16,0
1,52,1720,1720,42352,443,6,0,16,0
4,6000,1720,1720,65,46040,6,0,16,0
2,104,1720,1720,35354,443,6,0,16,0
1,52,1720,1720,58998,80,6,0,16,0
1,60,1720,1720,36440,443,6,0,2,0
2,160,1720,1720,36372,443,6,0,16,0
1,1470,1720,1720,199,36372,6,0,16,0
1,52,1720,1720,42990,443,6,0,16,0
1,52,1720,1720,60954,443,6,0,16,0
4,5437,1720,1720,140,60950,6,0,24,0
3,156,1720,1720,60946,443,6,0,16,0
3,3987,1720,1720,350,60952,6,0,24,0
2,116,1720,1720,60950,443,6,0,16,0
3,4350,1720,1720,444,60954,6,0,16,0
4,5800,1720,1720,226,60958,6,0,16,0
6,7560,1720,1720,398,60946,6,0,24,0
4,208,1720,1720,60952,443,6,0,16,0
1,91,1720,1720,271,35354,6,0,24,0
7,364,1720,1720,60956,443,6,0,16,0
10,17296,1720,1720,14,60956,6,0,16,0
2,104,1720,1720,37490,443,6,0,16,0
1,52,1720,1720,468,46234,6,0,16,0
1,52,1720,1720,45334,443,6,0,16,0
2,1230,1720,1720,355,37490,6,0,24,0
1,1470,1720,1720,688,49058,6,0,24,0
1,1500,1720,1720,53,44066,6,0,16,0
2,3000,1720,1720,170,60476,6,0,16,0
1,52,1720,1720,59244,80,6,0,16,0
1,52,1720,1720,46244,443,6,0,16,0
4,5880,1720,1720,303,34568,6,0,16,0
1,1500,1720,1720,297,42360,6,0,16,0
1,52,1720,1720,42360,443,6,0,16,0
1,52,1720,1720,347,54696,6,0,16,0
1,52,1720,1720,51232,443,6,0,16,0
1,52,1720,1720,33426,443,6,0,16,0
1,52,1720,1720,44778,443,6,0,16,0
1,1470,1720,1720,299,44778,6,0,16,0
3,3561,1720,1720,160,33426,6,0,24,0
3,4500,1720,1720,41,33156,6,0,16,0
1,81,1720,1720,47642,53,17,0,0,0
3,523,1720,1720,33156,443,6,0,24,0
1,52,1720,1720,42846,443,6,0,16,0
1,68,65535,1720,0,1281,1,192,0,0
1,40,1720,1720,52654,443,6,0,4,0
3,1605,1720,1720,79,35840,6,0,24,0
1,239,1720,1720,55618,443,6,0,24,0
1,1500,1720,1720,372,34892,6,0,16,0
1,1351,1720,1720,286,34914,6,0,24,0
1,1500,1720,1720,408,52628,6,0,16,0
1,52,1720,1720,59420,443,6,0,16,0
1,1470,1720,1720,371,46384,6,0,16,0
1,1500,1720,1720,230,57146,6,0,16,0
1,1470,1720,1720,89,60598,6,0,16,0
1,1440,1720,1720,277,59420,6,0,16,0
3,156,1720,1720,52628,443,6,0,16,0
1,91,1720,1720,142,46382,6,0,24,0
1,52,1720,1720,34324,443,6,0,16,0
1,1500,1720,1720,170,58472,6,0,16,0
1,52,1720,1720,34568,443,6,0,16,0
1,1500,1720,1720,245,33792,6,0,16,0
2,104,1720,1720,33792,443,6,0,16,0
1,52,1720,1720,323,43700,6,0,16,0
2,2940,1720,1720,324,45106,6,0,16,0
1,52,1720,1720,55682,443,6,0,16,0
1,52,1720,1720,49404,993,6,0,16,0
1,52,1720,1720,7,55874,6,0,16,0
1,52,1720,1720,58606,443,6,0,16,0
1,52,1720,1720,39396,443,6,0,16,0
1,1500,1720,1720,153,39404,6,0,16,0
2,104,1720,1720,39404,443,6,0,16,0
1,52,1720,1720,34328,443,6,0,16,0
3,4410,1720,1720,288,45290,6,0,16,0
4,160,1720,1720,52926,443,6,0,16,0
1,1470,1720,1720,97,34328,6,0,16,0
1,52,1720,1720,52352,443,6,0,16,0
1,52,1720,1720,52344,443,6,0,16,0
1,1500,1720,1720,273,52344,6,0,16,0
3,4500,1720,1720,292,52926,6,0,16,0
1,1500,1720,1720,22,52350,6,0,16,0
1,40,1720,1720,52352,443,6,0,4,0
1,52,1720,1720,443,35666,6,0,17,0
1,52,1720,1720,47646,443,6,0,16,0
1,1500,1720,1720,434,52348,6,0,16,0
1,40,1720,1720,52926,443,6,0,16,0
1,52,1720,1720,47650,443,6,0,16,0
1,40,1720,1720,52348,443,6,0,4,0
1,1500,1720,1720,292,52926,6,0,16,0
1,52,1720,1720,443,41550,6,0,17,0
1,52,1720,1720,55582,443,6,0,16,0
1,52,1720,1720,47568,443,6,0,16,0
2,104,1720,1720,39086,443,6,0,16,0
3,4500,1720,1720,238,39086,6,0,16,0
1,1470,1720,1720,450,35534,6,0,16,0
1,52,1720,1720,38790,443,6,0,16,0
1,1470,1720,1720,339,47214,6,0,16,0
1,1008,1720,1720,95,43296,6,0,24,0
2,104,1720,1720,47214,443,6,0,16,0
1,1470,1720,1720,149,54486,6,0,16,0
1,52,1720,1720,54486,443,6,0,16,0
1,1470,1720,1720,65,50580,6,0,16,0
1,52,1720,1720,50580,443,6,0,16,0
1,52,1720,1720,50076,443,6,0,16,0
1,52,1720,1720,43298,443,6,0,16,0
1,1448,1720,1720,213,42614,6,0,16,0
3,4344,1720,1720,223,43300,6,0,16,0
2,104,1720,1720,47214,443,6,0,16,0
1,52,1720,1720,42614,443,6,0,16,0
1,52,1720,1720,42612,443,6,0,16,0
1,646,1720,1720,42620,443,6,0,24,0
1,60,1720,1720,42624,443,6,0,2,0
1,1448,1720,1720,143,42624,6,0,16,0
1,52,1720,1720,42622,443,6,0,16,0
1,52,1720,1720,43300,443,6,0,16,0
1,40,1720,1720,43294,443,6,0,4,0
1,299,1720,1720,411,38796,6,0,24,0
2,2896,1720,1720,72,43356,6,0,16,0
2,104,1720,1720,42628,443,6,0,16,0
1,1448,1720,1720,423,43352,6,0,16,0
1,1448,1720,1720,467,43364,6,0,16,0
1,1448,1720,1720,456,42638,6,0,16,0
1,83,1720,1720,47214,443,6,0,24,0
2,463,1720,1720,43364,443,6,0,24,0
1,40,1720,1720,43370,443,6,0,4,0
1,52,1720,1720,339,47214,6,0,16,0
2,2628,1720,1720,5,43374,6,0,24,0
1,52,1720,1720,55542,587,6,0,16,0
1,883,1720,1720,292,59038,6,0,24,0
1,1500,1720,1720,479,38366,6,0,16,0
1,1470,1720,1720,217,57648,6,0,16,0
1,1470,1720,1720,228,34746,6,0,24,0
2,104,1720,1720,38366,443,6,0,16,0
1,167,1720,1720,57648,443,6,0,24,0
1,1470,1720,1720,321,45716,6,0,24,0
1,52,1720,1720,40560,443,6,0,16,0
9,12339,1720,1720,345,39368,6,0,24,0
2,104,1720,1720,39368,443,6,0,16,0
1,52,1720,1720,60302,443,6,0,16,0
1,103,1720,1720,367,39920,6,0,24,0
1,52,1720,1720,57604,443,6,0,16,0
1,251,1720,1720,33536,443,6,0,24,0
1,52,1720,1720,90,49942,6,0,16,0
1,40,1720,1720,40564,443,6,0,16,0
1,52,1720,1720,39570,443,6,0,16,0
1,1500,1720,1720,41,33790,6,0,16,0
1,52,1720,1720,33790,443,6,0,16,0
1,52,1720,1720,54360,443,6,0,16,0
2,2940,1720,1720,177,36030,6,0,24,0
2,433,1720,1720,36030,443,6,0,24,0
1,64,1720,1720,50851,53,17,0,0,0
1,52,1720,1720,57604,443,6,0,16,0
2,3000,1720,1720,137,43450,6,0,16,0
1,52,1720,1720,43442,443,6,0,16,0
1,52,1720,1720,43458,443,6,0,16,0
1,315,1720,1720,52090,443,6,0,24,0
1,52,1720,1720,37784,80,6,0,16,0
1,52,1720,1720,41860,443,6,0,16,0
1,52,1720,1720,33536,443,6,0,16,0
1,52,1720,1720,192,35874,6,0,16,0
1,106,1720,1720,40594,993,6,0,24,0
1,483,1720,1720,330,41860,6,0,24,0
1,166,1720,1720,35874,443,6,0,24,0
1,68,65535,1720,0,1281,1,192,0,0
1,40,1720,1720,41862,443,6,0,4,0
1,52,1720,1720,45804,443,6,0,16,0
1,52,1720,1720,45944,443,6,0,16,0
1,52,1720,1720,36302,443,6,0,16,0
3,4500,1720,1720,57,45944,6,0,16,0
2,2940,1720,1720,408,36302,6,0,16,0
1,1500,1720,1720,162,45860,6,0,16,0
1,1420,1720,1720,197,35750,6,0,16,0
1,40,1720,1720,35752,443,6,0,16,0
1,52,1720,1720,42622,443,6,0,16,0
1,1440,1720,1720,6,54804,6,0,16,0
1,1470,1720,1720,966,45730,6,0,24,0
1,52,1720,1720,80,40352,6,0,17,0
1,1500,1720,1720,311,59786,6,0,16,0
1,1500,1720,1720,40,53968,6,0,16,0
1,1500,1720,1720,89,39112,6,0,16,0
1,222,1720,1720,86,59824,6,0,24,0
2,104,1720,1720,39112,443,6,0,16,0
2,1522,1720,1720,285,46462,6,0,16,0
1,52,1720,1720,58774,443,6,0,16,0
1,1242,1720,1720,77,59506,6,0,24,0
1,1500,1720,1720,435,42552,6,0,16,0
1,1500,1720,1720,73,45684,6,0,16,0
1,60,1720,1720,34242,443,6,0,2,0
1,1500,1720,1720,82,46618,6,0,16,0
1,52,1720,1720,42188,443,6,0,16,0
1,52,1720,1720,398,56510,6,0,16,0
1,1500,1720,1720,152,57212,6,0,16,0
1,52,1720,1720,285,55140,6,0,16,0
1,40,1720,1720,59964,443,6,0,16,0
2,104,1720,1720,35102,443,6,0,16,0
1,1470,1720,1720,479,37784,6,0,16,0
3,3617,1720,1720,184,35102,6,0,24,0
1,836,1720,1720,262,38812,6,0,24,0
1,1470,1720,1720,505,44794,6,0,16,0
1,83,1720,1720,125,36160,6,0,24,0
1,52,1720,1720,40002,443,6,0,16,0
1,1470,1720,1720,144,40002,6,0,24,0
1,52,1720,1720,359,34318,6,0,16,0
1,52,1720,1720,60522,443,6,0,16,0
1,1470,1720,1720,108,47978,6,0,24,0
1,1470,1720,1720,144,40002,6,0,16,0
1,52,1720,1720,40002,443,6,0,16,0
1,91,1720,1720,384,36164,6,0,24,0
1,1216,1720,1720,203,47660,6,0,24,0
1,146,1720,1720,84,42046,17,0,0,0
1,1470,1720,1720,746,49024,6,0,16,0
1,52,1720,1720,58898,443,6,0,16,0
1,1420,1720,1720,54,36366,6,0,16,0
1,1470,1720,1720,982,42478,6,0,16,0
1,326,1720,1720,10,59114,6,0,24,0
1,52,1720,1720,968,37688,6,0,16,0
1,1500,1720,1720,173,42658,6,0,16,0
1,52,1720,1720,46622,443,6,0,16,0
1,40,1720,1720,42696,443,6,0,16,0
1,52,1720,1720,193,35386,6,0,16,0
2,104,1720,1720,35436,443,6,0,16,0
3,4500,1720,1720,201,35436,6,0,16,0
1,52,1720,1720,39136,443,6,0,16,0
1,1470,1720,1720,342,45114,6,0,16,0
1,52,1720,1720,58876,443,6,0,16,0
1,52,1720,1720,36878,443,6,0,16,0
3,4500,1720,1720,13,45828,6,0,16,0
1,1500,1720,1720,369,56064,6,0,16,0
1,52,1720,1720,42464,443,6,0,16,0
1,60,1720,1720,45932,443,6,0,2,0
1,52,1720,1720,45114,443,6,0,16,0
1,52,1720,1720,56506,443,6,0,16,0
1,1470,1720,1720,237,53750,6,0,16,0
1,60,1720,1720,48266,443,6,0,2,0
2,112,1720,1720,53750,443,6,0,18,0
1,1470,1720,1720,224,45788,6,0,24,0
1,63,1720,1720,57186,53,17,0,0,0
1,52,1720,1720,46946,443,6,0,16,0
1,60,1720,1720,46810,443,6,0,2,0
1,52,1720,1720,37450,443,6,0,16,0
2,3000,1720,1720,349,47094,6,0,16,0
3,156,1720,1720,47094,443,6,0,16,0
1,52,1720,1720,64,37450,6,0,16,0
1,91,1720,1720,38950,443,6,0,24,0
1,52,1720,1720,47008,443,6,0,16,0
1,1500,1720,1720,80,47216,6,0,16,0
1,52,1720,1720,55728,80,6,0,16,0
1,76,1720,1720,50830,443,6,0,16,0
1,1500,1720,1720,470,35864,6,0,16,0
3,156,1720,1720,57362,80,6,0,16,0
1,52,1720,1720,57358,80,6,0,16,0
1,1500,1720,1720,180,57360,6,0,16,0
1,1500,1720,1720,76,57364,6,0,16,0
3,7396,1720,1720,430,57356,6,0,24,0
1,52,1720,1720,57384,80,6,0,16,0
1,2289,1720,1720,53696,443,6,0,24,0
1,155,1720,1720,54916,443,6,0,24,0
1,52,1720,1720,55758,80,6,0,16,0
1,1500,1720,1720,396,55730,6,0,16,0
3,156,1720,1720,55764,80,6,0,16,0
4,208,1720,1720,55730,80,6,0,16,0
1,1500,1720,1720,62,55764,6,0,16,0
3,4500,1720,1720,197,55758,6,0,16,0
2,104,1720,1720,55760,80,6,0,16,0
3,4500,1720,1720,86,55760,6,0,16,0
5,7500,1720,1720,271,55728,6,0,16,0
2,104,1720,1720,55762,80,6,0,16,0
2,2192,1720,1720,236,55762,6,0,24,0
1,52,1720,1720,38888,443,6,0,16,0
1,1500,1720,1720,207,38888,6,0,16,0
1,1470,1720,1720,243,38574,6,0,16,0
1,52,1720,1720,887,54246,6,0,16,0
1,52,1720,1720,46622,443,6,0,16,0
1,90,1720,1720,92,39808,6,0,24,0
1,52,1720,1720,51378,80,6,0,16,0
1,91,1720,1720,198,43094,6,0,24,0
3,4500,1720,1720,86,55760,6,0,16,0
2,3000,1720,1720,197,55758,6,0,16,0
2,104,1720,1720,55730,80,6,0,16,0
3,1873,1720,1720,55762,80,6,0,24,0
2,104,1720,1720,55764,80,6,0,16,0
2,1779,1720,1720,55758,80,6,0,24,0
1,1500,1720,1720,396,55730,6,0,16,0
5,7500,1720,1720,62,55764,6,0,16,0
1,1500,1720,1720,271,55728,6,0,16,0
1,1500,1720,1720,236,55762,6,0,16,0
2,104,1720,1720,55728,80,6,0,16,0
1,52,1720,1720,55760,80,6,0,16,0
1,66,1720,1720,42927,53,17,0,0,0
1,64,1720,1720,178,43698,6,0,16,0
1,52,1720,1720,140,59112,6,0,16,0
1,119,1720,1720,10,45436,6,0,24,0
1,52,1720,1720,322,55118,6,0,16,0
1,52,1720,1720,38660,443,6,0,16,0
1,52,1720,1720,50654,443,6,0,16,0
1,1470,1720,1720,451,39874,6,0,16,0
1,1470,1720,1720,183,38852,6,0,16,0
5,6558,1720,1720,471,50654,6,0,24,0
1,1352,1720,1720,93,45604,6,0,24,0
1,1500,1720,1720,365,46898,6,0,16,0
1,60,1720,1720,36922,443,6,0,2,0
1,91,1720,1720,54614,443,6,0,24,0
1,52,1720,1720,36918,443,6,0,16,0
1,52,1720,1720,55334,443,6,0,16,0
2,104,1720,1720,33616,443,6,0,16,0
2,1552,1720,1720,31,55334,6,0,16,0
