#:unix_secs,unix_nsecs,sysuptime,exaddr,dpkts,doctets,first,last,engine_type,engine_id,srcaddr,dstaddr,nexthop,input,output,srcport,dstport,prot,tos,tcp_flags,src_mask,dst_mask,src_as,dst_as,Label
1631723360,975245,86664276,140.30.20.1,1,60,86643336,86643336,0,0,152.148.48.11,140.30.20.84,0.0.0.0,1168,1168,38656,443,6,0,2,0,0,0,0,1
1631723360,975245,86664276,140.30.20.1,1,52,86643740,86643740,0,0,140.30.20.120,152.148.48.16,140.30.20.2,1168,1168,443,34830,6,0,16,0,0,0,0,1
1631723360,975245,86664276,140.30.20.1,1,497,86644132,86644132,0,0,140.30.20.120,152.148.48.16,140.30.20.2,1168,1168,443,35234,6,0,24,0,0,0,0,1
1631723360,975245,86664276,140.30.20.1,1,60,86645120,86645120,0,0,152.148.48.16,140.30.20.120,0.0.0.0,1168,1168,35642,443,6,0,2,0,0,0,0,1
1631723360,975245,86664276,140.30.20.1,1,52,86645804,86645804,0,0,152.148.48.17,140.30.20.101,0.0.0.0,1168,1168,37236,80,6,0,16,0,0,0,0,1
1631723360,975245,86664276,140.30.20.1,1,382,86646316,86646316,0,0,152.148.48.16,140.30.20.120,0.0.0.0,1168,1168,36436,443,6,0,24,0,0,0,0,1
1631723360,975245,86664276,140.30.20.1,1,426,86646964,86646964,0,0,152.148.48.17,140.30.20.101,0.0.0.0,1168,1168,37924,80,6,0,24,0,0,0,0,1
1631723360,975245,86664276,140.30.20.1,1,60,86647732,86647732,0,0,140.30.20.101,152.148.48.17,140.30.20.2,1168,1168,80,38438,6,0,18,0,0,0,0,1
1631723360,975245,86664276,140.30.20.1,1,52,86648392,86648392,0,0,140.30.20.59,152.148.48.14,140.30.20.2,1168,1168,80,52858,6,0,16,0,0,0,0,1
1631723360,975245,86664276,140.30.20.1,1,52,86648776,86648776,0,0,152.148.48.17,140.30.20.101,0.0.0.0,1168,1168,39224,80,6,0,16,0,0,0,0,1
1631723360,975245,86664276,140.30.20.1,1,52,86649188,86649188,0,0,152.148.48.14,140.30.20.59,0.0.0.0,1168,1168,53662,80,6,0,16,0,0,0,0,1
1631723379,663236,86682964,140.30.20.1,1,52,86649740,86649740,0,0,140.30.20.59,152.148.48.14,140.30.20.2,1168,1168,80,54060,6,0,16,0,0,0,0,1
1631723379,663236,86682964,140.30.20.1,1,52,86650324,86650324,0,0,140.30.20.101,152.148.48.17,140.30.20.2,1168,1168,80,40440,6,0,16,0,0,0,0,1
1631723379,663236,86682964,140.30.20.1,1,52,86650748,86650748,0,0,152.148.48.19,140.30.20.199,0.0.0.0,1168,1168,39552,80,6,0,16,0,0,0,0,1
1631723379,663236,86682964,140.30.20.1,1,60,86651168,86651168,0,0,152.148.48.19,140.30.20.199,0.0.0.0,1168,1168,39962,80,6,0,2,0,0,0,0,1
1631723379,663236,86682964,140.30.20.1,2,176,86647732,86651888,0,0,140.30.20.3,140.30.20.101,0.0.0.0,65535,1168,0,1281,1,192,0,0,0,0,0,1
