#:unix_secs,unix_nsecs,sysuptime,exaddr,dpkts,doctets,first,last,engine_type,engine_id,srcaddr,dstaddr,nexthop,input,output,srcport,dstport,prot,tos,tcp_flags,src_mask,dst_mask,src_as,dst_as,Label
1662725952,365717000,0,10.20.52.128,4,645,2633526121,2633531119,0,0,18.218.115.60,172.31.69.28,0.0.0.0,0,0,59880,80,6,0,25,0,0,0,0,1
1662725952,365717000,0,10.20.52.128,3,649,2633526121,2633531119,0,0,172.31.69.28,18.218.115.60,0.0.0.0,0,0,80,59880,6,0,25,0,0,0,0,1
1662725952,365717000,0,10.20.52.128,6,761,2633545048,2633550056,0,0,18.218.115.60,172.31.69.28,0.0.0.0,0,0,59882,80,6,0,219,0,0,0,0,1
1662725952,365717000,0,10.20.52.128,5,600,2633545048,2633550056,0,0,172.31.69.28,18.218.115.60,0.0.0.0,0,0,80,59882,6,0,27,0,0,0,0,1
1662725952,365717000,0,10.20.52.128,6,762,2633551280,2633556288,0,0,18.218.115.60,172.31.69.28,0.0.0.0,0,0,59884,80,6,0,219,0,0,0,0,1
1662725952,365717000,0,10.20.52.128,5,600,2633551280,2633556288,0,0,172.31.69.28,18.218.115.60,0.0.0.0,0,0,80,59884,6,0,27,0,0,0,0,1
1662725952,365717000,0,10.20.52.128,6,762,2633586087,2633591098,0,0,18.218.115.60,172.31.69.28,0.0.0.0,0,0,59887,80,6,0,219,0,0,0,0,1
1662725952,365717000,0,10.20.52.128,5,2066,2633586087,2633591098,0,0,172.31.69.28,18.218.115.60,0.0.0.0,0,0,80,59887,6,0,27,0,0,0,0,1
1662725952,365717000,0,10.20.52.128,6,810,2633619562,2633624574,0,0,18.218.115.60,172.31.69.28,0.0.0.0,0,0,59891,80,6,0,219,0,0,0,0,1
1662725952,365717000,0,10.20.52.128,5,2018,2633619562,2633624574,0,0,172.31.69.28,18.218.115.60,0.0.0.0,0,0,80,59891,6,0,27,0,0,0,0,1
1662725952,365717000,0,10.20.52.128,6,810,2633635658,2633640665,0,0,18.218.115.60,172.31.69.28,0.0.0.0,0,0,59895,80,6,0,219,0,0,0,0,1
1662725952,365717000,0,10.20.52.128,4,560,2633635658,2633640665,0,0,172.31.69.28,18.218.115.60,0.0.0.0,0,0,80,59895,6,0,27,0,0,0,0,1
1662725952,365717000,0,10.20.52.128,6,810,2633640716,2633645727,0,0,18.218.115.60,172.31.69.28,0.0.0.0,0,0,59897,80,6,0,219,0,0,0,0,1
1662725952,365717000,0,10.20.52.128,4,2026,2633640716,2633645727,0,0,172.31.69.28,18.218.115.60,0.0.0.0,0,0,80,59897,6,0,27,0,0,0,0,1
1662725952,365717000,0,10.20.52.128,4,172,2633640716,2633645727,0,0,18.218.115.60,172.31.69.28,0.0.0.0,0,0,59898,80,6,0,211,0,0,0,0,1
1662725952,365717000,0,10.20.52.128,2,92,2633640716,2633645727,0,0,172.31.69.28,18.218.115.60,0.0.0.0,0,0,80,59898,6,0,19,0,0,0,0,1
1662725952,365717000,0,10.20.52.128,6,818,2633667850,2633672868,0,0,18.218.115.60,172.31.69.28,0.0.0.0,0,0,59901,80,6,0,219,0,0,0,0,1
1662725952,365717000,0,10.20.52.128,4,2038,2633667850,2633672868,0,0,172.31.69.28,18.218.115.60,0.0.0.0,0,0,80,59901,6,0,27,0,0,0,0,1
1662725952,365717000,0,10.20.52.128,6,838,2633703445,2633708457,0,0,18.218.115.60,172.31.69.28,0.0.0.0,0,0,59904,80,6,0,219,0,0,0,0,1
1662725952,365717000,0,10.20.52.128,5,2102,2633703445,2633708457,0,0,172.31.69.28,18.218.115.60,0.0.0.0,0,0,80,59904,6,0,27,0,0,0,0,1
1662725952,365717000,0,10.20.52.128,8,1536,2633734461,2633744234,0,0,18.218.115.60,172.31.69.28,0.0.0.0,0,0,59907,80,6,0,219,0,0,0,0,1
