#:unix_secs,unix_nsecs,sysuptime,exaddr,dpkts,doctets,first,last,engine_type,engine_id,srcaddr,dstaddr,nexthop,input,output,srcport,dstport,prot,tos,tcp_flags,src_mask,dst_mask,src_as,dst_as,Label
1589041239,886670,69000,2559848449,1,228,53440,53440,0,0,1345994234,2559848453,0,10,8,53,36602,17,0,0,0,0,0,0,0
1589041239,886670,69000,2559848449,1,70,53392,53392,0,0,2559848452,1345994234,2350781441,8,10,51085,53,17,0,0,0,0,0,0,0
1589041239,886670,69000,2559848449,1,70,53428,53428,0,0,2559848453,1345994234,2350781441,8,10,36602,53,17,0,0,0,0,0,0,0
1589041239,886670,69000,2559848449,1,228,53404,53404,0,0,1345994234,2559848452,0,10,8,53,51085,17,0,0,0,0,0,0,0
1589041239,886670,69000,2559848449,1,83,53572,53572,0,0,2559848452,1345994234,2350781441,8,10,53358,53,17,0,0,0,0,0,0,0
1589041239,886670,69000,2559848449,1,73,53540,53540,0,0,1345994234,2559848453,0,10,8,53,33761,17,0,0,0,0,0,0,0
1589041239,886670,69000,2559848449,1,73,53532,53532,0,0,1345994234,2559848453,0,10,8,53,35098,17,0,0,0,0,0,0,0
1589041239,886670,69000,2559848449,1,70,53488,53488,0,0,2559848452,1345994234,2350781441,8,10,52792,53,17,0,0,0,0,0,0,0
1589041239,886670,69000,2559848449,1,70,53532,53532,0,0,2559848453,1345994234,2350781441,8,10,43092,53,17,0,0,0,0,0,0,0
1589041239,886670,69000,2559848449,1,228,53500,53500,0,0,1345994234,2559848452,0,10,8,53,52792,17,0,0,0,0,0,0,0
1589041239,886670,69000,2559848449,1,228,53496,53496,0,0,1345994234,2559848452,0,10,8,53,40757,17,0,0,0,0,0,0,0
1589041239,886670,69000,2559848449,1,57,53480,53480,0,0,2559848452,1345994234,2350781441,8,10,34127,53,17,0,0,0,0,0,0,0
1589041239,886670,69000,2559848449,1,57,53520,53520,0,0,2559848453,1345994234,2350781441,8,10,35098,53,17,0,0,0,0,0,0,0
1589041239,886670,69000,2559848449,1,73,53488,53488,0,0,1345994234,2559848452,0,10,8,53,34127,17,0,0,0,0,0,0,0
1589041239,886670,69000,2559848449,1,57,53484,53484,0,0,2559848452,1345994234,2350781441,8,10,56449,53,17,0,0,0,0,0,0,0
1589041239,886670,69000,2559848449,1,228,53540,53540,0,0,1345994234,2559848453,0,10,8,53,43092,17,0,0,0,0,0,0,0
1589041239,886670,69000,2559848449,1,70,53484,53484,0,0,2559848452,1345994234,2350781441,8,10,40757,53,17,0,0,0,0,0,0,0
1589041239,886670,69000,2559848449,1,70,53528,53528,0,0,2559848453,1345994234,2350781441,8,10,36273,53,17,0,0,0,0,0,0,0
1589041239,886670,69000,2559848449,1,57,53516,53516,0,0,2559848453,1345994234,2350781441,8,10,33761,53,17,0,0,0,0,0,0,0
1589041239,886670,69000,2559848449,1,228,53540,53540,0,0,1345994234,2559848453,0,10,8,53,36273,17,0,0,0,0,0,0,0
1589041239,886670,69000,2559848449,1,73,53492,53492,0,0,1345994234,2559848452,0,10,8,53,56449,17,0,0,0,0,0,0,0
1589041239,886670,69000,2559848449,1,190,53584,53584,0,0,1345994234,2559848452,0,10,8,53,53358,17,0,0,0,0,0,0,0
1589041239,886670,69000,2559848449,1,83,53608,53608,0,0,2559848453,1345994234,2350781441,8,10,59911,53,17,0,0,0,0,0,0,0
1589041239,886670,69000,2559848449,1,324,53620,53620,0,0,1345994234,2559848453,0,10,8,53,59911,17,0,0,0,0,0,0,0
1589041239,886670,69000,2559848449,1,228,53864,53864,0,0,1345994234,2559848454,0,10,8,53,44302,17,0,0,0,0,0,0,0
1589041239,886670,69000,2559848449,1,70,53852,53852,0,0,2559848454,1345994234,2350781441,8,10,44302,53,17,0,0,0,0,0,0,0
1589041239,886670,69000,2559848449,1,81,53876,53876,0,0,2559848453,1345994234,2350781441,8,10,42285,53,17,0,0,0,0,0,0,0
1589041239,886670,69000,2559848449,1,185,53888,53888,0,0,1345994234,2559848453,0,10,8,53,42285,17,0,0,0,0,0,0,0
1589041239,886670,69000,2559848449,1,228,53984,53984,0,0,1345994234,2559848454,0,10,8,53,47312,17,0,0,0,0,0,0,0
1589041239,886670,69000,2559848449,1,73,53972,53972,0,0,1345994234,2559848454,0,10,8,53,51059,17,0,0,0,0,0,0,0
1589041240,198432,69312,2559848449,1,57,53960,53960,0,0,2559848454,1345994234,2350781441,8,10,51059,53,17,0,0,0,0,0,0,0
1589041240,198432,69312,2559848449,1,70,53972,53972,0,0,2559848454,1345994234,2350781441,8,10,47312,53,17,0,0,0,0,0,0,0
1589041240,198432,69312,2559848449,1,70,53968,53968,0,0,2559848454,1345994234,2350781441,8,10,43432,53,17,0,0,0,0,0,0,0
1589041240,198432,69312,2559848449,1,73,53976,53976,0,0,1345994234,2559848454,0,10,8,53,51684,17,0,0,0,0,0,0,0
1589041240,198432,69312,2559848449,1,57,53964,53964,0,0,2559848454,1345994234,2350781441,8,10,51684,53,17,0,0,0,0,0,0,0
1589041240,198432,69312,2559848449,1,228,53976,53976,0,0,1345994234,2559848454,0,10,8,53,43432,17,0,0,0,0,0,0,0
1589041240,198432,69312,2559848449,1,73,54076,54076,0,0,2559848453,1345994234,2350781441,8,10,40925,53,17,0,0,0,0,0,0,0
1589041240,198432,69312,2559848449,1,83,54040,54040,0,0,2559848454,1345994234,2350781441,8,10,60349,53,17,0,0,0,0,0,0,0
1589041240,198432,69312,2559848449,1,73,54056,54056,0,0,2559848452,1345994234,2350781441,8,10,36297,53,17,0,0,0,0,0,0,0
1589041240,198432,69312,2559848449,1,192,54064,54064,0,0,1345994234,2559848452,0,10,8,53,36297,17,0,0,0,0,0,0,0
1589041240,198432,69312,2559848449,1,324,54052,54052,0,0,1345994234,2559848454,0,10,8,53,60349,17,0,0,0,0,0,0,0
1589041240,198432,69312,2559848449,1,237,54088,54088,0,0,1345994234,2559848453,0,10,8,53,40925,17,0,0,0,0,0,0,0
1589041240,198432,69312,2559848449,1,71,54092,54092,0,0,2559848452,1345994234,2350781441,8,10,46841,53,17,0,0,0,0,0,0,0
1589041240,198432,69312,2559848449,1,125,54140,54140,0,0,1345994234,2559848453,0,10,8,53,58216,17,0,0,0,0,0,0,0
1589041240,198432,69312,2559848449,1,71,54108,54108,0,0,2559848452,1345994234,2350781441,8,10,57111,53,17,0,0,0,0,0,0,0
1589041240,198432,69312,2559848449,1,81,54164,54164,0,0,2559848452,1345994234,2350781441,8,10,50520,53,17,0,0,0,0,0,0,0
1589041240,198432,69312,2559848449,1,259,54128,54128,0,0,1345994234,2559848453,0,10,8,53,33180,17,0,0,0,0,0,0,0
1589041240,198432,69312,2559848449,14,2306,54068,54204,0,0,2559848452,1600415002,2350781441,8,10,40196,443,6,0,27,0,0,0,0,0
1589041240,198432,69312,2559848449,1,71,54116,54116,0,0,2559848453,1345994234,2350781441,8,10,33180,53,17,0,0,0,0,0,0,0
1589041240,198432,69312,2559848449,1,185,54176,54176,0,0,1345994234,2559848452,0,10,8,53,50520,17,0,0,0,0,0,0,0
