dpkts,doctets,srcport,dstport,prot,tos,tcp_flags,Label
0.0,0.0006475006475006476,0.8271418735040493,0.0009511939123589609,0.3125,0.0,0.07142857142857142,1
0.0,0.0003885003885003885,0.0013115184104396866,0.8302282865389661,0.3125,0.0,0.5714285714285714,1
0.0,0.0003885003885003885,0.0013115184104396866,0.8335082655471004,0.3125,0.0,0.5714285714285714,1
0.0,0.0006475006475006476,0.6651365618544871,0.0009511939123589609,0.3125,0.0,0.07142857142857142,1
0.0,0.0006475006475006476,0.6684153578805863,0.0009511939123589609,0.3125,0.0,0.07142857142857142,1
0.0,0.01495726495726496,0.6713990622643365,0.0009511939123589609,0.3125,0.0,0.8571428571428571,1
0.0,0.01388888888888889,0.0013115184104396866,0.6744620834426659,0.3125,0.0,0.8571428571428571,1
0.0,0.0003885003885003885,0.0013115184104396866,0.6777420624508003,0.3125,0.0,0.6071428571428571,1
0.0,0.0003885003885003885,0.6811698744221122,0.0009511939123589609,0.3125,0.0,0.5714285714285714,1
0.0,0.0006475006475006476,0.0013115184104396866,0.684794017318289,0.3125,0.0,0.6428571428571428,1
0.0,0.0003885003885003885,0.6873995868717008,0.0009511939123589609,0.3125,0.0,0.5714285714285714,1
0.0,0.0003885003885003885,0.0013115184104396866,0.6908291786932563,0.3125,0.0,0.5714285714285714,1
0.0,0.001554001554001554,0.0,0.02064746785620572,0.0,1.0,0.0,1
0.0,0.0006475006475006476,0.0013115184104396866,0.8666360535292573,0.3125,0.0,0.6428571428571428,1
0.0,0.0006475006475006476,0.0013115184104396866,0.5979073733928102,0.3125,0.0,0.6428571428571428,1
0.0,0.0006475006475006476,0.6013311911865963,0.0009511939123589609,0.3125,0.0,0.07142857142857142,1
0.0,0.0003885003885003885,0.0013115184104396866,0.7039162949357123,0.3125,0.0,0.6071428571428571,1
0.0625,0.006734006734006735,0.0,0.02064746785620572,0.0,1.0,0.0,1
0.0,0.0003885003885003885,0.0013115184104396866,0.7369128837575438,0.3125,0.0,0.5714285714285714,1
0.0,0.0003885003885003885,0.883110921669563,0.0009511939123589609,0.3125,0.0,0.5714285714285714,1
0.0,0.0003885003885003885,0.0013115184104396866,0.8856599317764365,0.3125,0.0,0.5714285714285714,1
0.0,0.0006475006475006476,0.7177612380733794,0.0009511939123589609,0.3125,0.0,0.07142857142857142,1
0.0,0.0006475006475006476,0.8929800977081216,0.0009511939123589609,0.3125,0.0,0.07142857142857142,1
0.0,0.0003885003885003885,0.895308042886652,0.0009511939123589609,0.3125,0.0,0.5714285714285714,1
0.0,0.0003885003885003885,0.6266434965080823,0.0009511939123589609,0.3125,0.0,0.6071428571428571,1
0.0,0.015313390313390313,0.6303485360175743,0.0009511939123589609,0.3125,0.0,0.8571428571428571,1
0.0,0.01495726495726496,0.0013115184104396866,0.9046838100236158,0.3125,0.0,0.8571428571428571,1
0.0,0.0003885003885003885,0.0013115184104396866,0.9080293886119128,0.3125,0.0,0.5714285714285714,1
0.0,0.013856513856513857,0.0013115184104396866,0.9113421674101285,0.3125,0.0,0.8571428571428571,1
0.0,0.0003885003885003885,0.0013115184104396866,0.7729598530569404,0.3125,0.0,0.5714285714285714,1
0.0,0.014601139601139602,0.007262533197809765,0.8169115717659406,0.3125,0.0,0.8571428571428571,1
0.0,0.0003885003885003885,0.0013115184104396866,0.7497376016793492,0.3125,0.0,0.5714285714285714,1
0.0,0.014536389536389537,0.0013115184104396866,0.7527223825767514,0.3125,0.0,0.8571428571428571,1
0.0,0.015151515151515152,0.007262533197809765,0.8264235108895303,0.3125,0.0,0.8571428571428571,1
0.03125,0.004403004403004403,0.0,0.02064746785620572,0.0,1.0,0.0,1
0.0,0.0006475006475006476,0.0013115184104396866,0.6603253739176068,0.3125,0.0,0.6428571428571428,1
0.0,0.014406889406889407,0.6628086166759566,0.0009511939123589609,0.3125,0.0,0.8571428571428571,1
0.0,0.014924889924889925,0.0013115184104396866,0.7958541065337181,0.3125,0.0,0.8571428571428571,1
0.0,0.013727013727013728,0.0013115184104396866,0.7683350826554709,0.3125,0.0,0.8571428571428571,1
0.0,0.0003885003885003885,0.8433391258729794,0.006904355812122802,0.3125,0.0,0.5714285714285714,1
0.0,0.0003885003885003885,0.9476048395029345,0.0009511939123589609,0.3125,0.0,0.5714285714285714,1
0.0,0.0003885003885003885,0.6791370208859308,0.0009511939123589609,0.3125,0.0,0.5714285714285714,1
0.0,0.014763014763014764,0.954096855634611,0.0009511939123589609,0.3125,0.0,0.8571428571428571,1
0.0,0.0003885003885003885,0.8559952785337225,0.006904355812122802,0.3125,0.0,0.6071428571428571,1
0.0,0.0003885003885003885,0.8604872290894784,0.006904355812122802,0.3125,0.0,0.5714285714285714,1
0.0,0.0006475006475006476,0.0013115184104396866,0.9652322225137758,0.3125,0.0,0.6428571428571428,1
0.0,0.0003885003885003885,0.5388045509688842,0.0009511939123589609,0.3125,0.0,0.6071428571428571,1
0.0,0.015604765604765605,0.7986491360372472,0.0009511939123589609,0.3125,0.0,0.8571428571428571,1
0.0,0.0003885003885003885,0.7021541689891472,0.0009511939123589609,0.3125,0.0,0.5714285714285714,1
0.0,0.0003885003885003885,0.7063838158628152,0.0009511939123589609,0.3125,0.0,0.5714285714285714,1
0.0,0.0003885003885003885,0.9816387422538444,0.0009511939123589609,0.3125,0.0,0.5714285714285714,1
0.0,0.0003885003885003885,0.8130102626315617,0.0009511939123589609,0.3125,0.0,0.5714285714285714,1
