dpkts,doctets,srcport,dstport,prot,tos,tcp_flags,Label
0.0,1.2504044359986275e-06,0.0008688667027328,0.5996948118006104,1.0,0.0,0.0,0
0.0,1.9953262276573845e-07,0.8374727454548435,0.0,1.0,0.0,0.0,0
0.0,1.9953262276573845e-07,0.6000426236495681,0.0,1.0,0.0,0.0,0
0.0,1.2504044359986275e-06,0.0008688667027328,0.8373314081317887,1.0,0.0,0.0,0
0.0,2.859967592975585e-07,0.8747356514041214,0.0,1.0,0.0,0.0,0
0.0,2.194858850423123e-07,0.0008688667027328,0.5530797755390017,1.0,0.0,0.0,0
0.0,2.194858850423123e-07,0.0008688667027328,0.5750172283660945,1.0,0.0,0.0,0
0.0,1.9953262276573845e-07,0.8654568107673897,0.0,1.0,0.0,0.0,0
0.0,1.9953262276573845e-07,0.7064378104559091,0.0,1.0,0.0,0.0,0
0.0,1.2504044359986275e-06,0.0008688667027328,0.8653398090112557,1.0,0.0,0.0,0
0.0,1.2504044359986275e-06,0.0008688667027328,0.667869917632002,1.0,0.0,0.0,0
0.0,1.1306848623391845e-07,0.5594681880030821,0.0,1.0,0.0,0.0,0
0.0,1.1306848623391845e-07,0.5753864817456024,0.0,1.0,0.0,0.0,0
0.0,2.194858850423123e-07,0.0008688667027328,0.5590850917205394,1.0,0.0,0.0,0
0.0,1.1306848623391845e-07,0.925408613255955,0.0,1.0,0.0,0.0,0
0.0,1.2504044359986275e-06,0.0008688667027328,0.7061825222327962,1.0,0.0,0.0,0
0.0,1.9953262276573845e-07,0.6681584944015476,0.0,1.0,0.0,0.0,0
0.0,1.9953262276573845e-07,0.5946490926080755,0.0,1.0,0.0,0.0,0
0.0,1.1306848623391845e-07,0.5534680896408138,0.0,1.0,0.0,0.0,0
0.0,1.2504044359986275e-06,0.0008688667027328,0.5942965904243099,1.0,0.0,0.0,0
0.0,2.194858850423123e-07,0.0008688667027328,0.925343746923506,1.0,0.0,0.0,0
0.0,9.976631138286925e-07,0.0008688667027328,0.8746267187346174,1.0,0.0,0.0,0
0.0,2.859967592975585e-07,0.9821636420269184,0.0,1.0,0.0,0.0,0
0.0,1.8889088288489903e-06,0.0008688667027328,0.9821481311324778,1.0,0.0,0.0,0
0.0,1.2504044359986275e-06,0.0008688667027328,0.7260361631608309,1.0,0.0,0.0,0
0.0,1.9953262276573845e-07,0.7262742012164134,0.0,1.0,0.0,0.0,0
0.0,2.726945844465092e-07,0.6932080853784488,0.0,1.0,0.0,0.0,0
0.0,9.644076767010692e-07,0.0008688667027328,0.6929412922915367,1.0,0.0,0.0,0
0.0,1.2504044359986275e-06,0.0008688667027328,0.7754241459652806,1.0,0.0,0.0,0
0.0,2.194858850423123e-07,0.0008688667027328,0.8369048009713516,1.0,0.0,0.0,0
0.0,1.1306848623391845e-07,0.8370465089591633,0.0,1.0,0.0,0.0,0
0.0,1.9953262276573845e-07,0.7756192724470893,0.0,1.0,0.0,0.0,0
0.0,1.9953262276573845e-07,0.7120116723224971,0.0,1.0,0.0,0.0,0
0.0,2.194858850423123e-07,0.0008688667027328,0.8471597807895513,1.0,0.0,0.0,0
0.0,1.1306848623391845e-07,0.8472925785668618,0.0,1.0,0.0,0.0,0
0.0,1.2504044359986275e-06,0.0008688667027328,0.7117612312538968,1.0,0.0,0.0,0
0.0,2.194858850423123e-07,0.670912637912097,0.0,1.0,0.0,0.0,0
0.0,2.859967592975585e-07,0.9893440876079936,0.0,1.0,0.0,0.0,0
0.0,2.194858850423123e-07,0.5950425416810112,0.0,1.0,0.0,0.0,0
0.0,1.0109652886797414e-06,0.0008688667027328,0.5946903816493289,1.0,0.0,0.0,0
0.0,1.8889088288489903e-06,0.0008688667027328,0.9893348209890722,1.0,0.0,0.0,0
0.0,1.310264222828349e-06,0.0008688667027328,0.6706264562071341,1.0,0.0,0.0,0
0.0,2.061837101912631e-07,0.7678978343907278,0.0,1.0,0.0,0.0,0
0.0,5.653424311695923e-07,0.0008688667027328,0.95433662586552,1.0,0.0,0.0,0
0.0,2.061837101912631e-07,0.9362612501844292,0.0,1.0,0.0,0.0,0
0.0,2.726945844465092e-07,0.8282102985294841,0.0,1.0,0.0,0.0,0
0.0,1.4565881461898908e-06,0.0008688667027328,0.5435467463000032,1.0,0.0,0.0,0
0.0001335675903379,1.5071364106238776e-05,0.6589616223216774,0.0063991074065566,0.3125,0.0,0.8709677419354839,0
0.0,2.061837101912631e-07,0.5439433433334973,0.0,1.0,0.0,0.0,0
0.0,9.644076767010692e-07,0.0008688667027328,0.8280609063761362,1.0,0.0,0.0,0
0.0,2.061837101912631e-07,0.9543763012508402,0.0,1.0,0.0,0.0,0
0.0,1.4565881461898908e-06,0.0008688667027328,0.9362058215469432,1.0,0.0,0.0,0
0.0,2.726945844465092e-07,0.568812603485303,0.0,1.0,0.0,0.0,0
0.0,9.644076767010692e-07,0.0008688667027328,0.5684376333147376,1.0,0.0,0.0,0
4.109772010397723e-05,4.070465504421064e-06,0.0013114969097854,0.5448593837167328,0.3125,0.1666666666666666,0.8709677419354839,0
4.109772010397723e-05,3.518425248102521e-06,0.5452548402432826,0.0004430151281462,0.3125,0.0,0.8709677419354839,0
0.0,5.653424311695923e-07,0.0008688667027328,0.7676959931742854,1.0,0.0,0.0,0
0.0004315260610917,2.15628254335508e-05,0.6818472433974327,0.0063991074065566,0.3125,0.0,0.8709677419354839,0
5.137215012997153e-05,3.8310263571021785e-06,0.6657814062525615,0.0004430151281462,0.3125,0.0,0.8709677419354839,0
5.137215012997153e-05,3.864281794229801e-06,0.932900539353104,0.0004430151281462,0.3125,0.0,0.8709677419354839,0
0.0009349731323654,4.4070105281526095e-05,0.9608026361087888,0.0063991074065566,0.3125,0.0,0.8709677419354839,0
0.0001643908804159,7.08207789069861e-05,0.0072624141379366,0.6816690184753715,0.3125,0.0,0.8709677419354839,0
7.192101018196015e-05,1.3255617239070555e-05,0.0072624141379366,0.7147146654415384,0.3125,0.0,0.8709677419354839,0
0.0002054886005198,1.490508692060066e-05,0.992049049984426,0.0063991074065566,0.3125,0.0,0.8709677419354839,0
0.0004828982112217,0.0004015394500537,0.0072624141379366,0.6815705706691169,0.3125,0.0,0.8709677419354839,0
0.0001541164503899,7.95470056092744e-05,0.0072624141379366,0.9611295244970957,0.3125,0.0,0.8709677419354839,0
7.192101018196015e-05,6.538018939290697e-06,0.7149953277922589,0.0063991074065566,0.3125,0.0,0.8709677419354839,0
0.0001849397404678,1.6035771782939845e-05,0.7149297529467696,0.0063991074065566,0.3125,0.0,0.8709677419354839,0
0.0002157630305458,1.5250943466727942e-05,0.6819456056656666,0.0063991074065566,0.3125,0.0,0.8709677419354839,0
8.219544020795446e-05,9.610821329883068e-06,0.0072624141379366,0.961162340432514,0.3125,0.0,0.8709677419354839,0
3.082329007798292e-05,3.724608958293785e-06,0.0013114969097854,0.6654907623141797,0.3125,0.1666666666666666,0.8709677419354839,0
5.137215012997153e-05,3.864281794229801e-06,0.66591255594354,0.0004430151281462,0.3125,0.0,0.8709677419354839,0
0.0,2.726945844465092e-07,0.8677355366481418,0.0,1.0,0.0,0.0,0
0.0,2.726945844465092e-07,0.6102886932572665,0.0,1.0,0.0,0.0,0
0.0001541164503899,7.279615187236691e-05,0.0072624141379366,0.7146818495061201,0.3125,0.0,0.8709677419354839,0
3.082329007798292e-05,3.724608958293785e-06,0.0013114969097854,0.6656220260558526,0.3125,0.1666666666666666,0.8709677419354839,0
0.0002054886005198,1.915513178551089e-05,0.9611632977589796,0.0063991074065566,0.3125,0.0,0.8709677419354839,0
0.0010068941425474,0.0009157549721833,0.0072624141379366,0.9607685492074952,0.3125,0.0,0.8709677419354839,0
6.164658015596584e-05,3.1858708768262905e-06,0.0072624141379366,0.9611951563679322,0.3125,0.0,0.8709677419354839,0
7.192101018196015e-05,6.538018939290697e-06,0.961228872604469,0.0063991074065566,0.3125,0.0,0.8709677419354839,0
0.0001130187302859,4.9317813260265015e-05,0.0072624141379366,0.6586650477471859,0.3125,0.1666666666666666,0.8709677419354839,0
0.0001952141704938,1.908862091125565e-05,0.9608354235315332,0.0063991074065566,0.3125,0.0,0.8709677419354839,0
5.137215012997153e-05,3.8310263571021785e-06,0.9328021770848702,0.0004430151281462,0.3125,0.0,0.8709677419354839,0
0.0001027443002599,1.0049793099967691e-05,0.714896965524025,0.0063991074065566,0.3125,0.0,0.8709677419354839,0
0.0010582662926774,0.000942212997962,0.0072624141379366,0.714386506087356,0.3125,0.0,0.8709677419354839,0
3.082329007798292e-05,3.724608958293785e-06,0.0013114969097854,0.9327437403603188,0.3125,0.1666666666666666,0.8709677419354839,0
8.219544020795446e-05,9.610821329883068e-06,0.0072624141379366,0.7146490335707019,0.3125,0.0,0.8709677419354839,0
0.0009349731323654,5.1698902558602826e-05,0.7146346661420679,0.0063991074065566,0.3125,0.0,0.8709677419354839,0
0.0001027443002599,1.027593007243553e-05,0.7149625403695142,0.0063991074065566,0.3125,0.0,0.8709677419354839,0
0.0002054886005198,1.490508692060066e-05,0.681912818242922,0.0063991074065566,0.3125,0.0,0.8709677419354839,0
0.0001438420203639,5.932769983567957e-05,0.0072624141379366,0.9608013651429133,0.3125,0.0,0.8709677419354839,0
3.082329007798292e-05,3.724608958293785e-06,0.0013114969097854,0.9328421881665736,0.3125,0.0,0.8709677419354839,0
0.0001643908804159,7.062124628422037e-05,0.0072624141379366,0.6816362025399534,0.3125,0.0,0.8709677419354839,0
0.0001027443002599,1.0049793099967691e-05,0.9611960851817244,0.0063991074065566,0.3125,0.0,0.8709677419354839,0
0.0001746653104419,7.096710283034764e-05,0.0072624141379366,0.9920421356610768,0.3125,0.0,0.8709677419354839,0
6.164658015596584e-05,3.1858708768262905e-06,0.0072624141379366,0.7147474813769565,0.3125,0.0,0.8709677419354839,0
2.054886005198861e-05,5.320869940419692e-07,0.6589616223216774,0.0063991074065566,0.3125,0.1666666666666666,0.1290322580645161,0
0.0,9.644076767010692e-07,0.0008688667027328,0.60994979161881,1.0,0.0,0.0,0
0.0,1.8756066539979412e-06,0.0008688667027328,0.8676205165228233,1.0,0.0,0.0,0
0.0,1.2504044359986275e-06,0.0008688667027328,0.7555869130049552,1.0,0.0,0.0,0
0.0,1.9953262276573845e-07,0.9119657699306546,0.0,1.0,0.0,0.0,0
0.0,2.194858850423123e-07,0.0008688667027328,0.9332195714238832,1.0,0.0,0.0,0
0.0,1.9953262276573845e-07,0.7557992753979573,0.0,1.0,0.0,0.0,0
0.0,2.726945844465092e-07,0.9089493270381482,0.0,1.0,0.0,0.0,0
0.0,1.8889088288489903e-06,0.0008688667027328,0.6763692449053259,1.0,0.0,0.0,0
0.0,2.194858850423123e-07,0.0008688667027328,0.9860040035441208,1.0,0.0,0.0,0
0.0,1.9953262276573845e-07,0.7765209265725668,0.0,1.0,0.0,0.0,0
0.0,1.2504044359986275e-06,0.0008688667027328,0.9600465986282938,1.0,0.0,0.0,0
