dpkts,doctets,srcaddr,dstaddr,input,output,srcport,dstport,prot,tos,tcp_flags,Label
0.0,1.9702874366403244e-05,0.36261599732962274,0.6982811674928681,3.0521769652204424e-05,0.0,0.0008688809469162924,0.5999081605877722,1.0,0.0,0.0,0
0.0,3.144075696766476e-06,0.6982811672163397,0.36261599732962274,0.0,3.0521769652204424e-05,0.8374864749663924,0.0005083967462608239,1.0,0.0,0.0,0
0.0,3.144075696766476e-06,0.6982811674928681,0.36261599732962274,0.0,3.0521769652204424e-05,0.6000524607364176,0.0005083967462608239,1.0,0.0,0.0,0
0.0,1.9702874366403244e-05,0.36261599732962274,0.6982811672163397,3.0521769652204424e-05,0.0,0.0008688809469162924,0.837427840461821,1.0,0.0,0.0,0
0.0,4.506508498698615e-06,0.6982811672163397,0.36261599732962274,0.0,3.0521769652204424e-05,0.8747499918030099,0.0005083967462608239,1.0,0.0,0.0,0
0.0,3.4584832664431237e-06,0.36261599732962274,0.6982811674928681,3.0521769652204424e-05,0.0,0.0008688809469162924,0.5533160587772238,1.0,0.0,0.0,0
0.0,3.4584832664431237e-06,0.36261599732962274,0.6982811674928681,3.0521769652204424e-05,0.0,0.0008688809469162924,0.5752427184466019,1.0,0.0,0.0,0
0.0,3.144075696766476e-06,0.6982811672163397,0.36261599732962274,0.0,3.0521769652204424e-05,0.8654709990491491,0.0005083967462608239,1.0,0.0,0.0,0
0.0,3.144075696766476e-06,0.6982811674928681,0.36261599732962274,0.0,3.0521769652204424e-05,0.7064493917833372,0.0005083967462608239,1.0,0.0,0.0,0
0.0,1.9702874366403244e-05,0.36261599732962274,0.6982811672163397,3.0521769652204424e-05,0.0,0.0008688809469162924,0.8654224612962477,1.0,0.0,0.0,0
0.0,1.9702874366403244e-05,0.36261599732962274,0.6982811672163397,3.0521769652204424e-05,0.0,0.0008688809469162924,0.6680497244817633,1.0,0.0,0.0,0
0.0,1.781642894834336e-06,0.6982811672163397,0.36261599732962274,0.0,3.0521769652204424e-05,0.5594773599134398,0.0005083967462608239,1.0,0.0,0.0,0
0.0,1.781642894834336e-06,0.6982811674928681,0.36261599732962274,0.0,3.0521769652204424e-05,0.5753959146201515,0.0005083967462608239,1.0,0.0,0.0,0
0.0,3.4584832664431237e-06,0.36261599732962274,0.6982811672163397,3.0521769652204424e-05,0.0,0.0008688809469162924,0.5593184203621097,1.0,0.0,0.0,0
0.0,1.781642894834336e-06,0.6982811672163397,0.36261599732962274,0.0,3.0521769652204424e-05,0.9254237843863734,0.0005083967462608239,1.0,0.0,0.0,0
0.0,1.9702874366403244e-05,0.36261599732962274,0.6982811674928681,3.0521769652204424e-05,0.0,0.0008688809469162924,0.7063434794017318,1.0,0.0,0.0,0
0.0,3.144075696766476e-06,0.6982811672163397,0.36261599732962274,0.0,3.0521769652204424e-05,0.6681694481786288,0.0005083967462608239,1.0,0.0,0.0,0
0.0,3.144075696766476e-06,0.6982811674928681,0.36261599732962274,0.0,3.0521769652204424e-05,0.5946588412734845,0.0005083967462608239,1.0,0.0,0.0,0
