dpkts,doctets,srcaddr,dstaddr,input,output,srcport,dstport,prot,tos,tcp_flags,Label
0.0,0.0032458750338111974,0.8432249004005901,0.054809303952430555,0.0,0.0,0.632828382188996,0.006904355812122802,1.0000000000000002,0.0,0.6153846153846154,0
0.06451612903225806,0.03137679199350825,0.8432249004005901,0.054809303952430555,0.0,0.0,0.6329595383303823,0.006904355812122802,1.0000000000000002,0.0,0.6153846153846154,0
0.0,0.0032458750338111974,0.8432249004005901,0.7923319437752597,0.0,0.0,0.7380483966161715,0.006904355812122802,1.0000000000000002,0.0,0.6153846153846154,0
0.0,0.0032458750338111974,0.8432249004005901,0.7923212099901884,0.0,0.0,0.9488163158239884,0.006904355812122802,1.0000000000000002,0.0,0.6153846153846154,0
0.03225806451612903,0.017311333513659724,0.8432249004005901,0.7923319437752597,0.0,0.0,0.7378516624040921,0.006904355812122802,1.0000000000000002,0.0,0.6153846153846154,0
0.0,0.020557208547470923,0.8432249004005901,0.7923319434987369,0.0,0.0,0.7287363105777428,0.006904355812122802,1.0000000000000002,0.0,0.9230769230769231,0
0.0,0.0032458750338111974,0.8432249004005901,0.05480929786892921,0.00018402367771319823,0.00018402367771319823,0.5454456029903599,0.006904355812122802,1.0000000000000002,0.0,0.6153846153846154,0
0.0,0.0032458750338111974,0.8432249004005901,0.054809305611567286,0.00018402367771319823,0.00018402367771319823,0.7013574660633484,0.006904355812122802,1.0000000000000002,0.0,0.6153846153846154,0
0.06451612903225806,0.03137679199350825,0.8432249004005901,0.054809305611567286,0.00018402367771319823,0.00018402367771319823,0.7017509344875074,0.006904355812122802,1.0000000000000002,0.0,0.6153846153846154,0
0.0,0.005409791723018665,0.8432249009572502,0.05480929925154315,0.00018402367771319823,0.00018402367771319823,0.6907993966817496,0.006904355812122802,1.0000000000000002,0.0,0.07692307692307693,0
0.0,0.14308899107384365,0.8432249004005901,0.9935812855677212,0.00018402367771319823,0.00018402367771319823,0.8631713554987211,0.006904355812122802,1.0000000000000002,0.0,0.9230769230769231,0
0.0,0.0032458750338111974,0.8432249009572502,0.05480929925154315,0.00018402367771319823,0.00018402367771319823,0.6910289199291756,0.006904355812122802,1.0000000000000002,0.0,0.6153846153846154,0
0.0,0.14308899107384365,0.8432249009572502,7.502395072404161e-05,0.00018402367771319823,0.00018402367771319823,0.872089973112991,0.006904355812122802,1.0000000000000002,0.0,0.9230769230769231,0
0.03225806451612903,0.017311333513659724,0.8432249006789202,0.054809303952430555,0.00018402367771319823,0.00018402367771319823,0.7835595776772247,0.006904355812122802,1.0000000000000002,0.0,0.6153846153846154,0
0.03225806451612903,0.017311333513659724,0.8432249009572502,0.054809303952430555,0.00018402367771319823,0.00018402367771319823,0.8237589350121319,0.006904355812122802,1.0000000000000002,0.0,0.6153846153846154,0
0.0967741935483871,0.045442250473356774,0.8432249009572502,0.054809303952430555,0.00018402367771319823,0.00018402367771319823,0.8242507705423305,0.006904355812122802,1.0000000000000002,0.0,0.6153846153846154,0
0.0,0.005409791723018665,0.797423789465707,0.5759249705033349,0.00018402367771319823,0.00018402367771319823,0.007262771329267492,0.7974940960377853,1.0000000000000002,0.0,0.6923076923076923,0
0.0,0.0032458750338111974,0.8432249009572502,0.7923212133084618,0.00018402367771319823,0.00018402367771319823,0.8596957177519837,0.006904355812122802,1.0000000000000002,0.0,0.6153846153846154,0
0.0,0.005409791723018665,0.99999994377732,0.5759249705033349,0.00018402367771319823,0.00018402367771319823,0.007262771329267492,0.9816321175544476,1.0000000000000002,0.0,0.6923076923076923,0
0.03225806451612903,0.017311333513659724,0.8432249006789202,0.7923319437752597,0.00018402367771319823,0.00018402367771319823,0.8972063741884713,0.006904355812122802,1.0000000000000002,0.0,0.6153846153846154,0
0.0,0.14308899107384365,0.8432249006789202,0.7923212099901884,0.00018402367771319823,0.00018402367771319823,0.64266509279297,0.006904355812122802,1.0000000000000002,0.0,0.9230769230769231,0
0.0,0.0032458750338111974,0.8432249004005901,9.18699955066507e-05,0.00018402367771319823,0.00018402367771319823,0.8481211882746409,0.0009511939123589609,1.0000000000000002,0.0,0.6153846153846154,0
0.0,0.0,0.8432249004005901,0.4732917640294302,0.00018402367771319823,0.00018402367771319823,0.688504164207489,0.006904355812122802,1.0000000000000002,0.0,0.6153846153846154,0
0.0,0.0032458750338111974,0.8432249004005901,0.23418637316433213,0.00018402367771319823,0.00018402367771319823,0.9479638009049773,0.0009511939123589609,1.0000000000000002,0.0,0.6153846153846154,0
0.03225806451612903,0.017311333513659724,0.8432249004005901,0.23418637316433213,0.00018402367771319823,0.00018402367771319823,0.9480621680110171,0.0009511939123589609,1.0000000000000002,0.0,0.6153846153846154,0
0.06451612903225806,0.03137679199350825,0.8432249004005901,0.23418637316433213,0.00018402367771319823,0.00018402367771319823,0.9479965899403239,0.0009511939123589609,1.0000000000000002,0.0,0.6153846153846154,0
0.0,0.0032458750338111974,0.8432249004005901,0.23418637316433213,0.00018402367771319823,0.00018402367771319823,0.9481277460817102,0.0009511939123589609,1.0000000000000002,0.0,0.6153846153846154,0
0.0,0.0032458750338111974,0.8432249004005901,0.23418637316433213,0.00018402367771319823,0.00018402367771319823,0.9480949570463636,0.0009511939123589609,1.0000000000000002,0.0,0.6153846153846154,0
0.0,0.0032458750338111974,0.8432249006789202,0.23230896400153647,0.00018402367771319823,0.00018402367771319823,0.679749491769952,0.006904355812122802,1.0000000000000002,0.0,0.6153846153846154,0
0.0,0.0032458750338111974,0.8432249009572502,0.054809306441135644,0.00018402367771319823,0.00018402367771319823,0.8102170634139944,0.006904355812122802,1.0000000000000002,0.0,0.6153846153846154,0
0.0,0.14308899107384365,0.8432249009572502,0.05480929012629114,0.00018402367771319823,0.00018402367771319823,0.8953046101383697,0.006904355812122802,1.0000000000000002,0.0,0.9230769230769231,0
0.0,0.0032458750338111974,0.8432249009572502,0.054809306441135644,0.00018402367771319823,0.00018402367771319823,0.8101186963079545,0.006904355812122802,1.0000000000000002,0.0,0.6153846153846154,0
0.0,0.03732756288882878,0.8432249009572502,0.05480929012629114,0.00018402367771319823,0.00018402367771319823,0.8954029772444094,0.006904355812122802,1.0000000000000002,0.0,0.9230769230769231,0
0.0,0.0032458750338111974,0.8432249009572502,0.05480929012629114,0.00018402367771319823,0.00018402367771319823,0.8953701882090628,0.006904355812122802,1.0000000000000002,0.0,0.6538461538461539,0
0.0,0.0032458750338111974,0.8432249009572502,0.054809319714229476,0.00018402367771319823,0.00018402367771319823,0.7170634139943602,0.006904355812122802,1.0000000000000002,0.0,0.6153846153846154,0
0.03225806451612903,0.017311333513659724,0.8432249004005901,0.23415416904389047,0.00018402367771319823,0.00018402367771319823,0.7434585874483572,0.0009511939123589609,1.0000000000000002,0.0,0.6153846153846154,0
0.0,0.14308899107384365,0.8432249009572502,0.23544987823278926,0.00018402367771319823,0.00018402367771319823,0.5941373204800314,0.006904355812122802,1.0000000000000002,0.0,0.9230769230769231,0
0.0,0.0032458750338111974,0.8432249009572502,0.9935812750598553,0.00018402367771319823,0.00018402367771319823,0.7462456554528165,0.006904355812122802,1.0000000000000002,0.0,0.6153846153846154,0
0.06451612903225806,0.03137679199350825,0.8432249009572502,0.7923319437752597,0.00018402367771319823,0.00018402367771319823,0.8641550265591186,0.006904355812122802,1.0000000000000002,0.0,0.6153846153846154,0
0.0,0.0032458750338111974,0.8432249009572502,0.6928023425249723,0.00018402367771319823,0.00018402367771319823,0.6979801954226507,0.006904355812122802,1.0000000000000002,0.0,0.6153846153846154,0
0.03225806451612903,0.017311333513659724,0.8432249009572502,0.13449011522436638,0.00018402367771319823,0.00018402367771319823,0.6003672371958817,0.006904355812122802,1.0000000000000002,0.0,0.6153846153846154,0
0.0,0.0032458750338111974,0.8432249006789202,0.23230896400153647,0.00018402367771319823,0.00018402367771319823,0.6811266312545085,0.006904355812122802,1.0000000000000002,0.0,0.6153846153846154,0
0.0,0.11847443873410875,0.8432249004005901,0.7923212133084618,0.00018402367771319823,0.00018402367771319823,0.9877041117450324,0.006904355812122802,1.0000000000000002,0.0,0.9230769230769231,0
0.03225806451612903,0.017311333513659724,0.8432249004005901,2.68926707250889e-05,0.00018402367771319823,0.00018402367771319823,0.6498458915338711,0.006904355812122802,1.0000000000000002,0.0,0.6153846153846154,0
0.0,0.0032458750338111974,0.8432249006789202,0.7923319468170104,0.00018402367771319823,0.00018402367771319823,0.6340415764968195,0.006904355812122802,1.0000000000000002,0.0,0.6153846153846154,0
0.0,0.0032458750338111974,0.8432249004005901,0.23415416904389047,0.00018402367771319823,0.00018402367771319823,0.7433274313069709,0.0009511939123589609,1.0000000000000002,0.0,0.6153846153846154,0
