dpkts,doctets,srcaddr,dstaddr,srcport,dstport,prot,tos,tcp_flags,Label
3.082329007798292e-05,4.023907892442392e-06,0.07786038113753493,0.7885854204478271,0.9816554369743766,0.00044301512814622784,0.3125,0.0,0.8064516129032258,1
2.0548860051988612e-05,4.050512242144491e-06,0.7885854204478271,0.07786038113753493,0.0013114969097854064,0.9816394841334951,0.3125,0.0,0.8064516129032258,1
5.137215012997153e-05,4.795434033803247e-06,0.07786038113753493,0.7885854204478271,0.9816882243971213,0.00044301512814622784,0.3125,0.0,7.064516129032258,1
4.109772010397723e-05,3.7246089582937845e-06,0.7885854204478271,0.07786038113753493,0.0013114969097854064,0.9816723000689134,0.3125,0.0,0.8709677419354839,1
5.137215012997153e-05,4.802085121228772e-06,0.07786038113753493,0.7885854204478271,0.9817210118198659,0.00044301512814622784,0.3125,0.0,7.064516129032258,1
4.109772010397723e-05,3.7246089582937845e-06,0.7885854204478271,0.07786038113753493,0.0013114969097854064,0.9817051160043316,0.3125,0.0,0.8709677419354839,1
5.137215012997153e-05,4.802085121228772e-06,0.07786038113753493,0.7885854204478271,0.9817701929539828,0.00044301512814622784,0.3125,0.0,7.064516129032258,1
4.109772010397723e-05,1.347510312411287e-05,0.7885854204478271,0.07786038113753493,0.0013114969097854064,0.981754339907459,0.3125,0.0,0.8709677419354839,1
5.137215012997153e-05,5.121337317653954e-06,0.07786038113753493,0.7885854204478271,0.9818357677994721,0.00044301512814622784,0.3125,0.0,7.064516129032258,1
4.109772010397723e-05,1.315585092768769e-05,0.7885854204478271,0.07786038113753493,0.0013114969097854064,0.9818199717782954,0.3125,0.0,0.8709677419354839,1
5.137215012997153e-05,5.121337317653954e-06,0.07786038113753493,0.7885854204478271,0.9819013426449614,0.00044301512814622784,0.3125,0.0,7.064516129032258,1
3.082329007798292e-05,3.4585654612728e-06,0.7885854204478271,0.07786038113753493,0.0013114969097854064,0.9818856036491319,0.3125,0.0,0.8709677419354839,1
5.137215012997153e-05,5.121337317653954e-06,0.07786038113753493,0.7885854204478271,0.981934130067706,0.00044301512814622784,0.3125,0.0,7.064516129032258,1
3.082329007798292e-05,1.3209059627091886e-05,0.7885854204478271,0.07786038113753493,0.0013114969097854064,0.9819184195845502,0.3125,0.0,0.8709677419354839,1
3.082329007798292e-05,8.779435401692491e-07,0.07786038113753493,0.7885854204478271,0.9819505237790783,0.00044301512814622784,0.3125,0.0,6.806451612903226,1
1.0274430025994308e-05,3.4585654612728e-07,0.7885854204478271,0.07786038113753493,0.0013114969097854064,0.9819348275522592,0.3125,0.0,0.6129032258064516,1
5.137215012997153e-05,5.17454601705815e-06,0.07786038113753493,0.7885854204478271,0.9819997049131953,0.00044301512814622784,0.3125,0.0,7.064516129032258,1
3.082329007798292e-05,1.3288872676198181e-05,0.7885854204478271,0.07786038113753493,0.0013114969097854064,0.9819840514553866,0.3125,0.0,0.8709677419354839,1
5.137215012997153e-05,5.3075677655686425e-06,0.07786038113753493,0.7885854204478271,0.9820488860473122,0.00044301512814622784,0.3125,0.0,7.064516129032258,1
4.109772010397723e-05,1.3714542271431756e-05,0.7885854204478271,0.07786038113753493,0.0013114969097854064,0.982033275358514,0.3125,0.0,0.8709677419354839,1
7.192101018196015e-05,9.950026788584824e-06,0.07786038113753493,0.7885854204478271,0.9820980671814292,0.00044301512814622784,0.3125,0.0,7.064516129032258,1
5.137215012997153e-05,1.733938491834267e-05,0.7885854204478271,0.07786038113753493,0.0013114969097854064,0.9820824992616414,0.3125,0.0,0.8709677419354839,1
5.137215012997153e-05,5.533704738036479e-06,0.07786038113753493,0.7885854204478271,0.9821800357382908,0.00044301512814622784,0.3125,0.0,7.064516129032258,1
3.082329007798292e-05,1.3268919413921608e-05,0.7885854204478271,0.07786038113753493,0.0013114969097854064,0.982164539100187,0.3125,0.0,0.8709677419354839,1
5.137215012997153e-05,5.5204025631854305e-06,0.07786038113753493,0.7885854204478271,0.9822620042951524,0.00044301512814622784,0.3125,0.0,7.064516129032258,1
3.082329007798292e-05,1.3335430288176853e-05,0.7885854204478271,0.07786038113753493,0.0013114969097854064,0.9822465789387326,0.3125,0.0,0.8709677419354839,1
5.137215012997153e-05,5.600215612291725e-06,0.07786038113753493,0.7885854204478271,0.982343972852014,0.00044301512814622784,0.3125,0.0,7.064516129032258,1
4.109772010397723e-05,4.6557611978672306e-06,0.7885854204478271,0.07786038113753493,0.0013114969097854064,0.9823286187772782,0.3125,0.0,0.8709677419354839,1
6.164658015596584e-05,5.892863459014809e-06,0.07786038113753493,0.7885854204478271,0.9823603665633863,0.00044301512814622784,0.3125,0.0,7.064516129032258,1
4.109772010397723e-05,2.782814978839499e-05,0.7885854204478271,0.07786038113753493,0.0013114969097854064,0.9823450267449872,0.3125,0.0,0.8709677419354839,1
5.137215012997153e-05,6.0258852075253015e-06,0.07786038113753493,0.7885854204478271,0.9825734848112264,0.00044301512814622784,0.3125,0.0,7.064516129032258,1
3.082329007798292e-05,1.3534962910942592e-05,0.7885854204478271,0.07786038113753493,0.0013114969097854064,0.9825583303252058,0.3125,0.0,0.8709677419354839,1
5.137215012997153e-05,6.092396081780548e-06,0.07786038113753493,0.7885854204478271,0.9829177527500451,0.00044301512814622784,0.3125,0.0,7.064516129032258,1
3.082329007798292e-05,1.4399604276260791e-05,0.7885854204478271,0.07786038113753493,0.0013114969097854064,0.9829028976470974,0.3125,0.0,0.8709677419354839,1
3.082329007798292e-05,4.010605717591343e-06,0.07786038113753493,0.7885854204478271,1.0742799062279709,0.00044301512814622784,0.3125,0.0,0.8064516129032258,1
3.082329007798292e-05,4.2966024768889015e-06,0.7885854204478271,0.07786038113753493,0.0013114969097854064,1.0743445016900206,0.3125,0.0,0.8064516129032258,1
5.137215012997153e-05,4.649110110441706e-06,0.07786038113753493,0.7885854204478271,1.0743126936507157,0.00044301512814622784,0.3125,0.0,7.064516129032258,1
4.109772010397723e-05,1.315585092768769e-05,0.7885854204478271,0.07786038113753493,0.0013114969097854064,1.0743773176254388,0.3125,0.0,0.8709677419354839,1
5.137215012997153e-05,4.968362306866887e-06,0.07786038113753493,0.7885854204478271,1.0743454810734603,0.00044301512814622784,0.3125,0.0,7.064516129032258,1
4.109772010397723e-05,3.7246089582937845e-06,0.7885854204478271,0.07786038113753493,0.0013114969097854064,1.0744101335608571,0.3125,0.0,0.8709677419354839,1
7.192101018196015e-05,9.058781073564525e-06,0.07786038113753493,0.7885854204478271,0.8057837013721536,0.00044301512814622784,0.3125,0.0,7.064516129032258,1
4.109772010397723e-05,1.6049073957790895e-05,0.7885854204478271,0.07786038113753493,0.0013114969097854064,0.8056148065500606,0.3125,0.0,0.8709677419354839,1
5.137215012997153e-05,5.17454601705815e-06,0.07786038113753493,0.7885854204478271,0.8058492762176429,0.00044301512814622784,0.3125,0.0,7.064516129032258,1
4.109772010397723e-05,1.3554916173219164e-05,0.7885854204478271,0.07786038113753493,0.0013114969097854064,0.8056804384208971,0.3125,0.0,0.8709677419354839,1
5.137215012997153e-05,5.3075677655686425e-06,0.07786038113753493,0.7885854204478271,0.8058820636403876,0.00044301512814622784,0.3125,0.0,7.064516129032258,1
4.109772010397723e-05,1.3714542271431756e-05,0.7885854204478271,0.07786038113753493,0.0013114969097854064,0.8057132543563154,0.3125,0.0,0.8709677419354839,1
5.137215012997153e-05,5.387380814674938e-06,0.07786038113753493,0.7885854204478271,0.8059968196199938,0.00044301512814622784,0.3125,0.0,7.064516129032258,1
4.109772010397723e-05,1.363472922232546e-05,0.7885854204478271,0.07786038113753493,0.0013114969097854064,0.8058281101302792,0.3125,0.0,0.8709677419354839,1
5.137215012997153e-05,5.394031902100463e-06,0.07786038113753493,0.7885854204478271,0.8060460007541107,0.00044301512814622784,0.3125,0.0,7.064516129032258,1
3.082329007798292e-05,3.4452632864217507e-06,0.7885854204478271,0.07786038113753493,0.0013114969097854064,0.8058773340334066,0.3125,0.0,0.8709677419354839,1
5.137215012997153e-05,5.4139851643770365e-06,0.07786038113753493,0.7885854204478271,0.8062919064246955,0.00044301512814622784,0.3125,0.0,7.064516129032258,1
3.082329007798292e-05,1.3335430288176853e-05,0.7885854204478271,0.07786038113753493,0.0013114969097854064,0.8061234535490434,0.3125,0.0,0.8709677419354839,1
5.137215012997153e-05,5.44724060150466e-06,0.07786038113753493,0.7885854204478271,0.8063574812701848,0.00044301512814622784,0.3125,0.0,7.064516129032258,1
3.082329007798292e-05,1.3342081375602378e-05,0.7885854204478271,0.07786038113753493,0.0013114969097854064,0.8061890854198798,0.3125,0.0,0.8709677419354839,1
6.164658015596584e-05,5.8995145464403335e-06,0.07786038113753493,0.7885854204478271,0.8064066624043017,0.00044301512814622784,0.3125,0.0,7.064516129032258,1
4.109772010397723e-05,2.782814978839499e-05,0.7885854204478271,0.07786038113753493,0.0013114969097854064,0.8062383093230072,0.3125,0.0,0.8709677419354839,1
5.137215012997153e-05,5.799748235057464e-06,0.07786038113753493,0.7885854204478271,0.8064394498270464,0.00044301512814622784,0.3125,0.0,7.064516129032258,1
4.109772010397723e-05,3.7711665702724567e-06,0.7885854204478271,0.07786038113753493,0.0013114969097854064,0.8062711252584254,0.3125,0.0,0.8709677419354839,1
5.137215012997153e-05,6.0258852075253015e-06,0.07786038113753493,0.7885854204478271,0.806521418383908,0.00044301512814622784,0.3125,0.0,7.064516129032258,1
3.082329007798292e-05,1.3534962910942592e-05,0.7885854204478271,0.07786038113753493,0.0013114969097854064,0.806353165096971,0.3125,0.0,0.8709677419354839,1
5.137215012997153e-05,6.0258852075253015e-06,0.07786038113753493,0.7885854204478271,0.8066033869407695,0.00044301512814622784,0.3125,0.0,7.064516129032258,1
3.082329007798292e-05,2.7562106291374006e-05,0.7885854204478271,0.07786038113753493,0.0013114969097854064,0.8064352049355166,0.3125,0.0,0.8709677419354839,1
3.082329007798292e-05,8.779435401692491e-07,0.07786038113753493,0.7885854204478271,0.8066197806521419,0.00044301512814622784,0.3125,0.0,6.806451612903226,1
1.0274430025994308e-05,3.4585654612728e-07,0.7885854204478271,0.07786038113753493,0.0013114969097854064,0.8064516129032258,0.3125,0.0,0.6129032258064516,1
5.137215012997153e-05,4.762178596675625e-06,0.07786038113753493,0.7885854204478271,0.8067509303431204,0.00044301512814622784,0.3125,0.0,7.064516129032258,1
5.137215012997153e-05,2.8094193285415975e-05,0.7885854204478271,0.07786038113753493,0.0013114969097854064,0.8065828766448987,0.3125,0.0,0.8709677419354839,1
5.137215012997153e-05,6.03918738237635e-06,0.07786038113753493,0.7885854204478271,0.8068820800340989,0.00044301512814622784,0.3125,0.0,7.064516129032258,1
3.082329007798292e-05,1.356156726064469e-05,0.7885854204478271,0.07786038113753493,0.0013114969097854064,0.8067141403865716,0.3125,0.0,0.8709677419354839,1
5.137215012997153e-05,6.285277617120761e-06,0.07786038113753493,0.7885854204478271,0.8069312611682159,0.00044301512814622784,0.3125,0.0,7.064516129032258,1
3.082329007798292e-05,1.3581520522921264e-05,0.7885854204478271,0.07786038113753493,0.0013114969097854064,0.806763364289699,0.3125,0.0,0.8709677419354839,1
5.137215012997153e-05,6.271975442269712e-06,0.07786038113753493,0.7885854204478271,0.8069640485909605,0.00044301512814622784,0.3125,0.0,7.064516129032258,1
4.109772010397723e-05,1.3801006407963577e-05,0.7885854204478271,0.07786038113753493,0.0013114969097854064,0.8067961802251172,0.3125,0.0,0.8709677419354839,1
3.082329007798292e-05,8.779435401692491e-07,0.07786038113753493,0.7885854204478271,0.8069804423023328,0.00044301512814622784,0.3125,0.0,6.806451612903226,1
1.0274430025994308e-05,3.4585654612728e-07,0.7885854204478271,0.07786038113753493,0.0013114969097854064,0.8068125881928263,0.3125,0.0,0.6129032258064516,1
3.082329007798292e-05,8.779435401692491e-07,0.07786038113753493,0.7885854204478271,0.8069968360137052,0.00044301512814622784,0.3125,0.0,6.806451612903226,1
1.0274430025994308e-05,3.4585654612728e-07,0.7885854204478271,0.07786038113753493,0.0013114969097854064,0.8068289961605355,0.3125,0.0,0.6129032258064516,1
5.137215012997153e-05,6.092396081780548e-06,0.07786038113753493,0.7885854204478271,0.8070132297250775,0.00044301512814622784,0.3125,0.0,7.064516129032258,1
4.109772010397723e-05,1.4665647773281776e-05,0.7885854204478271,0.07786038113753493,0.0013114969097854064,0.8068454041282446,0.3125,0.0,0.8709677419354839,1
5.137215012997153e-05,6.12565151890817e-06,0.07786038113753493,0.7885854204478271,0.8070624108591944,0.00044301512814622784,0.3125,0.0,7.064516129032258,1
4.109772010397723e-05,1.3847564019942248e-05,0.7885854204478271,0.07786038113753493,0.0013114969097854064,0.8068946280313719,0.3125,0.0,0.8709677419354839,1
3.082329007798292e-05,8.779435401692491e-07,0.07786038113753493,0.7885854204478271,0.8070788045705668,0.00044301512814622784,0.3125,0.0,6.806451612903226,1
1.0274430025994308e-05,3.4585654612728e-07,0.7885854204478271,0.07786038113753493,0.0013114969097854064,0.8069110359990811,0.3125,0.0,0.6129032258064516,1
5.137215012997153e-05,6.1522558686102686e-06,0.07786038113753493,0.7885854204478271,0.8070951982819391,0.00044301512814622784,0.3125,0.0,7.064516129032258,1
4.109772010397723e-05,3.731260045719309e-06,0.7885854204478271,0.07786038113753493,0.0013114969097854064,0.8069274439667902,0.3125,0.0,0.8709677419354839,1
5.137215012997153e-05,6.12565151890817e-06,0.07786038113753493,0.7885854204478271,0.8071279857046837,0.00044301512814622784,0.3125,0.0,7.064516129032258,1
4.109772010397723e-05,3.7046556960172105e-06,0.7885854204478271,0.07786038113753493,0.0013114969097854064,0.8069602599022084,0.3125,0.0,0.8709677419354839,1
5.137215012997153e-05,6.12565151890817e-06,0.07786038113753493,0.7885854204478271,0.8071771668388007,0.00044301512814622784,0.3125,0.0,7.064516129032258,1
4.109772010397723e-05,1.4665647773281776e-05,0.7885854204478271,0.07786038113753493,0.0013114969097854064,0.8070094838053358,0.3125,0.0,0.8709677419354839,1
3.082329007798292e-05,8.779435401692491e-07,0.07786038113753493,0.7885854204478271,0.807193560550173,0.00044301512814622784,0.3125,0.0,6.806451612903226,1
1.0274430025994308e-05,3.4585654612728e-07,0.7885854204478271,0.07786038113753493,0.0013114969097854064,0.807025891773045,0.3125,0.0,0.6129032258064516,1
0.00010274430025994308,3.155940983411429e-05,0.24432412961867228,0.6401761815661788,0.006885358776373383,0.752551438978768,0.3125,0.0,0.8064516129032258,0
0.0,1.330217485104923e-07,0.24432412187965324,0.6401761815661788,0.007262414137936687,0.9124306763364288,0.3125,0.0,0.5806451612903225,0
0.0,1.330217485104923e-07,0.24432412187965324,0.6401761815661788,0.007262414137936687,0.773127030486004,0.3125,0.0,0.5806451612903225,0
0.00048289821122173243,0.00042032212094345354,0.05133204256003222,0.6401761815661788,0.0025410252627092247,0.9497423949069668,0.3125,0.0,0.9354838709677419,0
0.0,1.330217485104923e-07,0.24432412187965324,0.6401761815661788,0.007262414137936687,0.7731926623568404,0.3125,0.0,0.5806451612903225,0
0.0,1.330217485104923e-07,0.24432412187965324,0.6401761815661788,0.007262414137936687,0.7796902175696517,0.3125,0.0,0.5806451612903225,0
0.000133567590337926,9.896818089180627e-06,0.6979609532723801,0.24432412187965324,0.9124084001377072,0.006399107406556624,0.3125,0.0,0.8709677419354839,0
0.0001438420203639203,1.000323548798902e-05,0.6979609532723801,0.24432412187965324,0.9124739749831965,0.006399107406556624,0.3125,0.0,1.0,0
0.00019521417049389185,1.373449553370833e-05,0.6979609527195929,0.05133204256003222,0.8347022082329218,0.006399107406556624,0.3125,0.0,0.8709677419354839,0
0.00010274430025994308,3.155940983411429e-05,0.24432412187965324,0.6401761815661788,0.002344300726241414,0.9123650444655924,0.3125,0.0,0.8064516129032258,0
0.0,1.330217485104923e-07,0.24432412187965324,0.6401761815661788,0.007262414137936687,0.7732254782922586,0.3125,0.0,0.5806451612903225,0
0.0,1.330217485104923e-07,0.24432412187965324,0.6401761815661788,0.007262414137936687,0.7795589538279788,0.3125,0.0,0.5806451612903225,0
0.00010274430025994308,3.155940983411429e-05,0.24432412187965324,0.6401761815661788,0.0062460040328529975,0.9124963082072653,0.3125,0.0,0.8064516129032258,0
