dpkts,doctets,srcport,dstport,prot,tos,tcp_flags,Label
0.0,2.8333160186243313e-05,0.007265153503017581,0.6351737033756519,0.3125,0.0,0.6538461538461539,1
0.0,2.8333160186243313e-05,0.007265153503017581,0.6368139618803923,0.3125,0.0,0.6538461538461539,1
0.0,4.7221933643738846e-05,0.6387759118341643,0.006905488304956861,0.3125,0.0,0.07692307692307693,1
0.0,2.8333160186243313e-05,0.007265153503017581,0.6401600892300626,0.3125,0.0,0.6538461538461539,1
0.0,2.8333160186243313e-05,0.6421214904224612,0.006905488304956861,0.3125,0.0,0.6153846153846154,1
0.0,2.8333160186243313e-05,0.6437942797166097,0.006905488304956861,0.3125,0.0,0.6153846153846154,1
0.0,2.8333160186243313e-05,0.007265153503017581,0.6450808647442836,0.3125,0.0,0.6538461538461539,1
0.0,2.8333160186243313e-05,0.6470414589346628,0.006905488304956861,0.3125,0.0,0.6153846153846154,1
0.0,2.8333160186243313e-05,0.007265153503017581,0.6483613817537643,0.3125,0.0,0.6153846153846154,1
0.0,4.7221933643738846e-05,0.007265153503017581,0.6500672505986943,0.3125,0.0,0.6923076923076923,1
0.0,2.8333160186243313e-05,0.6518958278667016,0.006905488304956861,0.3125,0.0,0.6153846153846154,1
0.0,2.8333160186243313e-05,0.6535358173707688,0.006905488304956861,0.3125,0.0,0.6538461538461539,1
0.0,2.8333160186243313e-05,0.655175806874836,0.006905488304956861,0.3125,0.0,0.6538461538461539,1
0.0,0.0010436047335266284,0.007265153503017581,0.6565298691073712,0.3125,0.0,0.9230769230769231,1
0.0,2.8333160186243313e-05,0.6584557858829703,0.006905488304956861,0.3125,0.0,0.6538461538461539,1
0.0,4.7221933643738846e-05,0.6601613749672002,0.006905488304956861,0.3125,0.0,0.07692307692307693,1
0.0,2.8333160186243313e-05,0.007265153503017581,0.6615162549617819,0.3125,0.0,0.6153846153846154,1
0.0,2.8333160186243313e-05,0.007265153503017581,0.6630909031263327,0.3125,0.0,0.6153846153846154,1
0.017857142857142856,0.0010766600870772455,0.0,0.02065085457468097,0.0,1.0,0.0,1
0.0,4.7221933643738846e-05,0.007265153503017581,0.6648623823114522,0.3125,0.0,0.6923076923076923,1
0.0,2.8333160186243313e-05,0.6666885331933875,0.006905488304956861,0.3125,0.0,0.6153846153846154,1
0.0,0.0008641613856804208,0.6843676200472316,0.006905488304956861,0.3125,0.0,0.9230769230769231,1
0.0,0.0010412436368444414,0.007265153503017581,0.6697175474854836,0.3125,0.0,0.9230769230769231,1
0.0,2.8333160186243313e-05,0.007265153503017581,0.6874323393366794,0.3125,0.0,0.6153846153846154,1
0.0,2.8333160186243313e-05,0.6892547887693519,0.006905488304956861,0.3125,0.0,0.6153846153846154,1
0.0,0.0007437454548888867,0.007265153503017581,0.6906800511760652,0.3125,0.0,0.9230769230769231,1
0.0,2.8333160186243313e-05,0.007265153503017581,0.6923531148509005,0.3125,0.0,0.6153846153846154,1
0.0,4.7221933643738846e-05,0.007265153503017581,0.677984450349375,0.3125,0.0,0.6923076923076923,1
0.0,2.8333160186243313e-05,0.6797756494358436,0.006905488304956861,0.3125,0.0,0.6153846153846154,1
0.0,4.7221933643738846e-05,0.6975531356599317,0.006905488304956861,0.3125,0.0,0.07692307692307693,1
0.0,2.8333160186243313e-05,0.007265153503017581,0.6828396155234064,0.3125,0.0,0.6153846153846154,1
0.0,2.8333160186243313e-05,0.6845972185778011,0.006905488304956861,0.3125,0.0,0.6538461538461539,1
0.0,2.8333160186243313e-05,0.007265153503017581,0.7022602762195321,0.3125,0.0,0.6153846153846154,1
0.0,2.8333160186243313e-05,0.7040474940960377,0.006905488304956861,0.3125,0.0,0.6153846153846154,1
0.0,2.8333160186243313e-05,0.7056546838100236,0.006905488304956861,0.3125,0.0,0.6153846153846154,1
0.0,2.8333160186243313e-05,0.7072946733140908,0.006905488304956861,0.3125,0.0,0.6153846153846154,1
0.0,2.8333160186243313e-05,0.007265153503017581,0.7088213102384935,0.3125,0.0,0.6153846153846154,1
0.0,2.8333160186243313e-05,0.7107058514825505,0.006905488304956861,0.3125,0.0,0.6153846153846154,1
0.0,2.8333160186243313e-05,0.007265153503017581,0.7120362169077846,0.3125,0.0,0.6153846153846154,1
0.0,2.8333160186243313e-05,0.7138218315402781,0.006905488304956861,0.3125,0.0,0.6153846153846154,1
0.0,2.8333160186243313e-05,0.7155602204145893,0.006905488304956861,0.3125,0.0,0.6153846153846154,1
